date,region,state,rainfall_mm,temperature_c,humidity_pct,soil_saturation_pct,drought_prone_base,crop_stress_index
2020-04-07,Nagpur,Maharashtra,0.12,28.29,50.49,32.2,1,21.57
2020-04-08,Nagpur,Maharashtra,0.42,28.05,38.96,36.81,1,12.24
2020-04-09,Nagpur,Maharashtra,0.76,27.66,52.18,17.31,1,22.32
2020-04-10,Nagpur,Maharashtra,1.27,29.66,49.52,32.05,1,20.58
2020-04-11,Nagpur,Maharashtra,0.3,26.33,36.18,19.23,1,19.32
2020-04-12,Nagpur,Maharashtra,0.05,28.83,58.58,52.21,1,19.13
2020-04-13,Nagpur,Maharashtra,0.16,29.82,41.97,32.69,1,30.91
2020-04-14,Nagpur,Maharashtra,3.46,28.96,47.18,24.35,1,8.02
2020-04-15,Nagpur,Maharashtra,2.36,29.46,47.0,25.37,1,17.76
2020-04-16,Nagpur,Maharashtra,3.17,29.32,42.91,31.47,1,25.64
2020-04-17,Nagpur,Maharashtra,0.05,26.64,53.07,44.17,1,17.61
2020-04-18,Nagpur,Maharashtra,0.19,30.07,51.97,11.7,1,18.04
2020-04-19,Nagpur,Maharashtra,0.12,30.28,60.2,21.17,1,31.28
2020-04-20,Nagpur,Maharashtra,0.05,29.87,44.2,20.61,1,18.95
2020-04-21,Nagpur,Maharashtra,1.5,29.02,42.36,35.74,1,25.44
2020-04-22,Nagpur,Maharashtra,0.01,31.38,52.48,33.35,1,22.95
2020-04-23,Nagpur,Maharashtra,6.26,29.65,53.51,35.37,1,19.06
2020-04-24,Nagpur,Maharashtra,0.1,30.65,36.78,25.85,1,26.37
2020-04-25,Nagpur,Maharashtra,0.56,28.18,38.57,31.46,1,14.2
2020-04-26,Nagpur,Maharashtra,1.13,29.27,45.21,25.94,1,23.39
2020-04-27,Nagpur,Maharashtra,0.48,27.65,34.45,28.64,1,21.29
2020-04-28,Nagpur,Maharashtra,0.09,29.25,42.24,37.29,1,25.29
2020-04-29,Nagpur,Maharashtra,0.09,28.34,51.25,24.1,1,20.53
2020-04-30,Nagpur,Maharashtra,0.01,28.5,46.94,26.21,1,21.0
2020-05-01,Nagpur,Maharashtra,0.72,30.23,52.47,43.97,1,26.6
2020-05-02,Nagpur,Maharashtra,0.25,31.03,40.78,39.16,1,25.54
2020-05-03,Nagpur,Maharashtra,1.31,30.38,60.21,36.17,1,16.07
2020-05-04,Nagpur,Maharashtra,0.93,29.44,28.39,16.84,1,15.17
2020-05-05,Nagpur,Maharashtra,0.03,28.41,50.93,35.88,1,14.71
2020-05-06,Nagpur,Maharashtra,1.06,28.84,54.18,29.75,1,22.45
2020-05-07,Nagpur,Maharashtra,0.04,30.35,50.9,29.98,1,28.97
2020-05-08,Nagpur,Maharashtra,11.42,31.18,52.95,36.2,1,19.62
2020-05-09,Nagpur,Maharashtra,0.05,32.52,55.22,30.76,1,31.88
2020-05-10,Nagpur,Maharashtra,2.34,28.87,42.59,50.11,1,15.61
2020-05-11,Nagpur,Maharashtra,0.96,29.53,42.29,45.78,1,10.14
2020-05-12,Nagpur,Maharashtra,1.82,30.62,42.09,26.5,1,29.17
2020-05-13,Nagpur,Maharashtra,1.55,31.95,38.46,34.39,1,35.1
2020-05-14,Nagpur,Maharashtra,0.0,31.5,56.42,16.49,1,19.54
2020-05-15,Nagpur,Maharashtra,0.45,29.46,44.09,36.57,1,20.19
2020-05-16,Nagpur,Maharashtra,0.01,31.57,32.91,18.84,1,29.26
2020-05-17,Nagpur,Maharashtra,1.28,30.8,37.21,41.88,1,20.87
2020-05-18,Nagpur,Maharashtra,2.21,29.68,51.08,47.26,1,18.38
2020-05-19,Nagpur,Maharashtra,0.18,30.37,38.82,16.27,1,23.34
2020-05-20,Nagpur,Maharashtra,0.04,30.5,46.83,27.44,1,19.58
2020-05-21,Nagpur,Maharashtra,0.02,31.37,44.0,39.24,1,28.58
2020-05-22,Nagpur,Maharashtra,0.02,29.36,55.33,8.61,1,19.07
2020-05-23,Nagpur,Maharashtra,1.83,29.43,34.64,26.57,1,23.59
2020-05-24,Nagpur,Maharashtra,1.63,31.83,49.73,41.44,1,16.63
2020-05-25,Nagpur,Maharashtra,0.0,30.61,48.96,28.57,1,19.76
2020-05-26,Nagpur,Maharashtra,0.48,30.6,51.95,24.0,1,27.29
2020-05-27,Nagpur,Maharashtra,0.05,30.25,42.81,27.11,1,21.19
2020-05-28,Nagpur,Maharashtra,0.15,30.65,40.84,22.51,1,21.2
2020-05-29,Nagpur,Maharashtra,0.63,30.6,41.96,23.31,1,15.41
2020-05-30,Nagpur,Maharashtra,0.38,31.01,39.51,19.91,1,29.87
2020-05-31,Nagpur,Maharashtra,0.1,31.76,43.23,13.12,1,31.05
2020-06-01,Nagpur,Maharashtra,7.58,32.75,57.25,27.75,1,30.63
2020-06-02,Nagpur,Maharashtra,0.62,32.36,57.55,40.67,1,18.67
2020-06-03,Nagpur,Maharashtra,7.76,30.47,56.03,41.72,1,19.24
2020-06-04,Nagpur,Maharashtra,4.36,31.72,80.11,42.6,1,18.35
2020-06-05,Nagpur,Maharashtra,0.13,31.11,68.36,21.02,1,23.34
2020-06-06,Nagpur,Maharashtra,6.36,33.78,73.73,40.41,1,36.7
2020-06-07,Nagpur,Maharashtra,1.58,30.68,69.54,29.36,1,19.01
2020-06-08,Nagpur,Maharashtra,3.19,29.19,61.01,22.19,1,12.9
2020-06-09,Nagpur,Maharashtra,1.5,33.13,61.76,56.46,1,33.85
2020-06-10,Nagpur,Maharashtra,0.8,33.33,71.72,19.11,1,23.98
2020-06-11,Nagpur,Maharashtra,0.17,31.34,73.19,12.56,1,25.25
2020-06-12,Nagpur,Maharashtra,7.91,30.62,74.31,35.95,1,20.15
2020-06-13,Nagpur,Maharashtra,2.59,32.96,75.98,26.76,1,31.69
2020-06-14,Nagpur,Maharashtra,30.88,30.83,66.13,54.7,1,10.1
2020-06-15,Nagpur,Maharashtra,0.01,30.79,64.16,24.48,1,17.3
2020-06-16,Nagpur,Maharashtra,1.99,30.12,62.85,27.88,1,15.14
2020-06-17,Nagpur,Maharashtra,0.43,29.02,65.57,32.83,1,24.72
2020-06-18,Nagpur,Maharashtra,1.9,31.82,66.71,50.25,1,30.3
2020-06-19,Nagpur,Maharashtra,6.5,32.0,61.18,34.23,1,23.49
2020-06-20,Nagpur,Maharashtra,1.4,32.03,62.99,32.59,1,25.12
2020-06-21,Nagpur,Maharashtra,0.55,32.17,81.47,23.31,1,31.82
2020-06-22,Nagpur,Maharashtra,0.95,32.85,56.89,25.3,1,28.1
2020-06-23,Nagpur,Maharashtra,0.58,30.2,59.31,26.96,1,22.42
2020-06-24,Nagpur,Maharashtra,6.36,30.88,78.78,28.78,1,13.94
2020-06-25,Nagpur,Maharashtra,2.69,28.8,66.5,43.82,1,14.47
2020-06-26,Nagpur,Maharashtra,4.52,33.54,59.89,24.2,1,37.66
2020-06-27,Nagpur,Maharashtra,0.4,29.6,57.83,31.69,1,22.19
2020-06-28,Nagpur,Maharashtra,1.95,31.06,57.0,24.04,1,20.39
2020-06-29,Nagpur,Maharashtra,2.53,31.87,53.03,39.39,1,21.91
2020-06-30,Nagpur,Maharashtra,0.66,29.54,64.79,27.64,1,21.98
2020-07-01,Nagpur,Maharashtra,0.35,32.64,69.05,30.59,1,27.65
2020-07-02,Nagpur,Maharashtra,1.13,35.73,84.14,30.52,1,38.06
2020-07-03,Nagpur,Maharashtra,3.29,30.46,73.28,36.73,1,18.77
2020-07-04,Nagpur,Maharashtra,2.52,29.2,83.37,33.01,1,11.25
2020-07-05,Nagpur,Maharashtra,8.91,30.45,86.73,31.58,1,19.39
2020-07-06,Nagpur,Maharashtra,1.93,30.04,87.91,28.57,1,21.06
2020-07-07,Nagpur,Maharashtra,0.29,30.93,67.65,27.64,1,29.3
2020-07-08,Nagpur,Maharashtra,4.46,31.73,68.59,31.36,1,24.3
2020-07-09,Nagpur,Maharashtra,1.95,30.78,81.65,14.57,1,12.57
2020-07-10,Nagpur,Maharashtra,1.93,30.39,77.7,14.42,1,19.07
2020-07-11,Nagpur,Maharashtra,4.78,28.35,78.64,41.26,1,11.55
2020-07-12,Nagpur,Maharashtra,0.02,29.54,79.15,24.86,1,17.58
2020-07-13,Nagpur,Maharashtra,2.68,34.51,72.37,23.39,1,39.16
2020-07-14,Nagpur,Maharashtra,1.76,33.18,81.29,31.19,1,28.0
2020-07-15,Nagpur,Maharashtra,1.02,28.82,72.09,22.71,1,11.67
2020-07-16,Nagpur,Maharashtra,0.22,31.79,70.55,27.44,1,26.32
2020-07-17,Nagpur,Maharashtra,0.51,31.97,90.61,34.55,1,28.49
2020-07-18,Nagpur,Maharashtra,4.01,31.78,72.99,22.87,1,26.41
2020-07-19,Nagpur,Maharashtra,3.96,31.43,68.3,50.2,1,24.56
2020-07-20,Nagpur,Maharashtra,7.68,28.87,72.98,58.86,1,14.4
2020-07-21,Nagpur,Maharashtra,5.85,33.46,77.65,42.94,1,28.55
2020-07-22,Nagpur,Maharashtra,1.26,31.43,82.64,41.23,1,23.72
2020-07-23,Nagpur,Maharashtra,0.9,31.26,78.58,21.36,1,23.98
2020-07-24,Nagpur,Maharashtra,0.14,34.48,79.82,52.48,1,45.47
2020-07-25,Nagpur,Maharashtra,15.92,30.36,63.27,45.75,1,16.57
2020-07-26,Nagpur,Maharashtra,1.84,32.94,72.98,36.05,1,27.34
2020-07-27,Nagpur,Maharashtra,0.74,30.69,74.98,32.53,1,20.07
2020-07-28,Nagpur,Maharashtra,1.07,29.1,84.83,26.12,1,14.68
2020-07-29,Nagpur,Maharashtra,4.37,33.61,75.85,45.59,1,27.55
2020-07-30,Nagpur,Maharashtra,8.22,30.35,74.43,31.47,1,11.02
2020-07-31,Nagpur,Maharashtra,1.69,30.51,71.09,34.12,1,25.36
2020-08-01,Nagpur,Maharashtra,2.58,31.24,67.62,22.64,1,23.59
2020-08-02,Nagpur,Maharashtra,2.09,28.66,68.99,31.66,1,6.3
2020-08-03,Nagpur,Maharashtra,11.08,27.81,82.04,50.21,1,17.86
2020-08-04,Nagpur,Maharashtra,0.61,29.04,69.28,34.81,1,13.37
2020-08-05,Nagpur,Maharashtra,1.67,32.0,70.0,22.76,1,29.68
2020-08-06,Nagpur,Maharashtra,4.2,28.53,70.32,18.2,1,23.77
2020-08-07,Nagpur,Maharashtra,4.49,29.28,68.83,36.09,1,15.72
2020-08-08,Nagpur,Maharashtra,5.64,31.83,65.53,28.46,1,20.04
2020-08-09,Nagpur,Maharashtra,0.57,28.78,64.04,54.66,1,19.44
2020-08-10,Nagpur,Maharashtra,8.24,28.84,75.86,29.98,1,20.37
2020-08-11,Nagpur,Maharashtra,0.41,29.37,65.03,25.36,1,19.54
2020-08-12,Nagpur,Maharashtra,10.95,30.46,80.55,38.19,1,25.08
2020-08-13,Nagpur,Maharashtra,10.06,28.5,85.44,45.99,1,8.14
2020-08-14,Nagpur,Maharashtra,1.79,29.58,94.54,21.11,1,16.51
2020-08-15,Nagpur,Maharashtra,3.72,29.47,62.9,13.0,1,18.66
2020-08-16,Nagpur,Maharashtra,1.24,30.17,65.91,31.35,1,16.1
2020-08-17,Nagpur,Maharashtra,0.07,30.83,71.02,17.64,1,17.46
2020-08-18,Nagpur,Maharashtra,3.89,27.11,85.94,33.77,1,20.69
2020-08-19,Nagpur,Maharashtra,0.76,27.74,63.08,20.31,1,19.05
2020-08-20,Nagpur,Maharashtra,11.27,30.29,74.27,52.31,1,13.61
2020-08-21,Nagpur,Maharashtra,1.28,28.61,61.96,24.73,1,22.91
2020-08-22,Nagpur,Maharashtra,0.22,29.89,87.2,33.77,1,22.42
2020-08-23,Nagpur,Maharashtra,14.1,27.63,68.4,35.13,1,12.14
2020-08-24,Nagpur,Maharashtra,1.69,28.36,82.64,31.11,1,14.36
2020-08-25,Nagpur,Maharashtra,6.28,28.12,71.3,30.81,1,15.47
2020-08-26,Nagpur,Maharashtra,11.2,31.71,68.9,21.89,1,19.53
2020-08-27,Nagpur,Maharashtra,0.57,28.56,70.66,43.11,1,24.43
2020-08-28,Nagpur,Maharashtra,2.57,27.97,78.29,31.34,1,20.91
2020-08-29,Nagpur,Maharashtra,0.92,28.02,75.03,35.19,1,25.05
2020-08-30,Nagpur,Maharashtra,3.74,28.95,75.73,24.56,1,20.15
2020-08-31,Nagpur,Maharashtra,1.94,32.1,82.42,52.37,1,30.15
2020-09-01,Nagpur,Maharashtra,0.54,29.76,48.81,36.86,1,27.4
2020-09-02,Nagpur,Maharashtra,10.64,26.43,57.42,24.19,1,23.72
2020-09-03,Nagpur,Maharashtra,0.38,28.02,63.92,29.17,1,8.65
2020-09-04,Nagpur,Maharashtra,0.93,27.84,63.93,29.61,1,10.82
2020-09-05,Nagpur,Maharashtra,1.83,28.74,72.18,23.78,1,26.07
2020-09-06,Nagpur,Maharashtra,13.82,27.22,52.42,34.3,1,14.41
2020-09-07,Nagpur,Maharashtra,0.63,27.64,62.57,31.26,1,29.01
2020-09-08,Nagpur,Maharashtra,0.85,27.3,56.54,16.02,1,21.08
2020-09-09,Nagpur,Maharashtra,0.27,28.01,50.27,37.99,1,23.56
2020-09-10,Nagpur,Maharashtra,2.13,28.33,69.33,30.44,1,24.43
2020-09-11,Nagpur,Maharashtra,5.79,27.08,47.31,54.71,1,19.69
2020-09-12,Nagpur,Maharashtra,0.18,27.74,52.33,41.01,1,25.21
2020-09-13,Nagpur,Maharashtra,1.46,28.28,62.87,29.74,1,19.53
2020-09-14,Nagpur,Maharashtra,0.3,24.55,57.56,35.75,1,19.82
2020-09-15,Nagpur,Maharashtra,0.96,28.86,53.16,13.67,1,23.27
2020-09-16,Nagpur,Maharashtra,3.69,30.71,67.19,43.61,1,21.92
2020-09-17,Nagpur,Maharashtra,2.04,27.69,68.96,32.24,1,16.51
2020-09-18,Nagpur,Maharashtra,8.53,27.44,63.74,35.04,1,11.24
2020-09-19,Nagpur,Maharashtra,1.62,26.22,60.49,33.85,1,23.01
2020-09-20,Nagpur,Maharashtra,2.52,28.12,59.46,24.51,1,29.46
2020-09-21,Nagpur,Maharashtra,9.04,29.34,72.12,27.58,1,21.03
2020-09-22,Nagpur,Maharashtra,0.43,26.43,61.72,31.23,1,24.28
2020-09-23,Nagpur,Maharashtra,0.31,25.92,47.28,23.55,1,16.37
2020-09-24,Nagpur,Maharashtra,0.79,27.91,62.4,26.38,1,13.91
2020-09-25,Nagpur,Maharashtra,3.91,25.63,53.85,39.44,1,21.28
2020-09-26,Nagpur,Maharashtra,1.12,29.92,65.37,33.62,1,23.02
2020-09-27,Nagpur,Maharashtra,1.99,28.39,47.31,25.59,1,13.05
2020-09-28,Nagpur,Maharashtra,1.22,26.5,69.26,48.51,1,15.21
2020-09-29,Nagpur,Maharashtra,0.07,26.31,55.73,54.45,1,18.07
2020-09-30,Nagpur,Maharashtra,3.8,24.5,55.08,45.19,1,14.82
2020-10-01,Nagpur,Maharashtra,0.04,25.72,47.06,39.29,1,28.29
2020-10-02,Nagpur,Maharashtra,3.7,25.47,63.23,38.54,1,20.68
2020-10-03,Nagpur,Maharashtra,0.22,25.51,42.01,37.98,1,20.54
2020-10-04,Nagpur,Maharashtra,0.06,25.9,41.5,25.6,1,12.73
2020-10-05,Nagpur,Maharashtra,0.71,25.71,41.48,23.31,1,27.52
2020-10-06,Nagpur,Maharashtra,8.08,26.1,36.93,38.31,1,14.55
2020-10-07,Nagpur,Maharashtra,0.03,27.77,43.66,38.92,1,16.38
2020-10-08,Nagpur,Maharashtra,0.18,23.75,46.29,23.98,1,14.1
2020-10-09,Nagpur,Maharashtra,1.9,25.54,40.62,29.74,1,23.93
2020-10-10,Nagpur,Maharashtra,0.19,27.35,53.11,53.45,1,18.49
2020-10-11,Nagpur,Maharashtra,0.49,28.09,50.52,22.41,1,20.37
2020-10-12,Nagpur,Maharashtra,0.52,26.86,43.82,21.0,1,15.67
2020-10-13,Nagpur,Maharashtra,0.5,24.99,61.05,28.6,1,18.68
2020-10-14,Nagpur,Maharashtra,0.28,23.76,61.79,38.48,1,21.83
2020-10-15,Nagpur,Maharashtra,2.16,27.43,37.3,11.97,1,20.45
2020-10-16,Nagpur,Maharashtra,1.74,24.51,40.03,37.43,1,13.84
2020-10-17,Nagpur,Maharashtra,2.6,26.65,39.53,44.89,1,22.51
2020-10-18,Nagpur,Maharashtra,0.1,26.42,41.57,36.26,1,16.99
2020-10-19,Nagpur,Maharashtra,0.04,28.75,60.84,26.49,1,14.29
2020-10-20,Nagpur,Maharashtra,0.67,24.67,54.13,21.99,1,23.1
2020-10-21,Nagpur,Maharashtra,0.96,25.05,44.29,22.54,1,21.31
2020-10-22,Nagpur,Maharashtra,0.31,26.32,39.0,23.28,1,29.26
2020-10-23,Nagpur,Maharashtra,0.69,25.83,56.73,46.61,1,22.42
2020-10-24,Nagpur,Maharashtra,1.18,25.05,58.31,22.81,1,17.23
2020-10-25,Nagpur,Maharashtra,1.58,25.34,47.6,31.43,1,23.42
2020-10-26,Nagpur,Maharashtra,0.92,23.43,40.42,29.62,1,15.62
2020-10-27,Nagpur,Maharashtra,0.63,27.04,38.43,45.85,1,18.98
2020-10-28,Nagpur,Maharashtra,0.63,25.09,53.63,38.9,1,16.15
2020-10-29,Nagpur,Maharashtra,0.74,25.15,60.57,21.47,1,18.14
2020-10-30,Nagpur,Maharashtra,0.03,25.3,45.1,26.17,1,25.0
2020-10-31,Nagpur,Maharashtra,0.09,25.48,36.45,31.02,1,16.01
2020-11-01,Nagpur,Maharashtra,0.09,20.9,48.38,5.0,1,19.66
2020-11-02,Nagpur,Maharashtra,0.62,23.13,60.57,33.02,1,26.65
2020-11-03,Nagpur,Maharashtra,0.42,24.0,29.01,32.82,1,20.0
2020-11-04,Nagpur,Maharashtra,0.18,26.19,50.82,22.14,1,16.75
2020-11-05,Nagpur,Maharashtra,0.0,26.45,32.15,28.46,1,19.2
2020-11-06,Nagpur,Maharashtra,0.0,23.42,48.36,36.66,1,15.01
2020-11-07,Nagpur,Maharashtra,0.01,21.6,60.66,42.11,1,20.61
2020-11-08,Nagpur,Maharashtra,0.35,22.82,48.33,31.94,1,11.59
2020-11-09,Nagpur,Maharashtra,0.01,25.21,46.22,22.62,1,21.17
2020-11-10,Nagpur,Maharashtra,1.17,26.85,42.52,19.84,1,20.97
2020-11-11,Nagpur,Maharashtra,0.09,25.48,40.93,33.59,1,17.39
2020-11-12,Nagpur,Maharashtra,3.61,22.48,32.1,24.49,1,14.3
2020-11-13,Nagpur,Maharashtra,0.41,25.31,55.94,25.99,1,17.32
2020-11-14,Nagpur,Maharashtra,0.0,23.32,40.6,29.19,1,21.07
2020-11-15,Nagpur,Maharashtra,0.04,24.4,51.43,28.63,1,13.83
2020-11-16,Nagpur,Maharashtra,0.08,25.0,36.46,33.86,1,23.0
2020-11-17,Nagpur,Maharashtra,0.1,25.39,22.74,17.65,1,21.5
2020-11-18,Nagpur,Maharashtra,0.0,22.31,40.21,19.64,1,22.91
2020-11-19,Nagpur,Maharashtra,0.09,25.27,53.25,37.69,1,21.48
2020-11-20,Nagpur,Maharashtra,0.03,22.68,36.36,28.74,1,23.03
2020-11-21,Nagpur,Maharashtra,0.02,22.81,45.82,42.06,1,22.22
2020-11-22,Nagpur,Maharashtra,0.68,22.06,59.4,18.75,1,16.32
2020-11-23,Nagpur,Maharashtra,0.04,22.98,40.65,38.08,1,15.25
2020-11-24,Nagpur,Maharashtra,1.31,25.07,50.54,32.69,1,12.12
2020-11-25,Nagpur,Maharashtra,1.99,22.76,44.82,40.8,1,20.01
2020-11-26,Nagpur,Maharashtra,0.53,24.25,63.34,36.55,1,18.45
2020-11-27,Nagpur,Maharashtra,2.63,27.15,51.08,22.6,1,17.49
2020-11-28,Nagpur,Maharashtra,0.6,23.64,36.85,35.65,1,14.93
2020-11-29,Nagpur,Maharashtra,0.24,24.01,44.87,44.1,1,14.7
2020-11-30,Nagpur,Maharashtra,0.01,24.55,40.0,32.09,1,25.74
2020-12-01,Nagpur,Maharashtra,0.04,22.23,52.21,20.82,1,18.27
2020-12-02,Nagpur,Maharashtra,0.27,23.45,38.93,34.56,1,15.85
2020-12-03,Nagpur,Maharashtra,1.53,21.71,56.03,27.68,1,23.57
2020-12-04,Nagpur,Maharashtra,0.21,23.25,57.32,30.91,1,15.63
2020-12-05,Nagpur,Maharashtra,0.03,22.78,47.45,21.57,1,17.13
2020-12-06,Nagpur,Maharashtra,0.21,22.75,40.89,44.39,1,14.7
2020-12-07,Nagpur,Maharashtra,0.52,21.4,38.61,37.21,1,10.72
2020-12-08,Nagpur,Maharashtra,0.12,24.63,53.55,67.4,1,27.99
2020-12-09,Nagpur,Maharashtra,0.62,22.73,38.56,17.26,1,27.09
2020-12-10,Nagpur,Maharashtra,0.43,21.24,53.5,12.66,1,18.89
2020-12-11,Nagpur,Maharashtra,0.46,25.52,39.04,26.08,1,18.22
2020-12-12,Nagpur,Maharashtra,0.02,23.23,40.42,22.7,1,19.89
2020-12-13,Nagpur,Maharashtra,0.32,21.52,32.32,23.0,1,18.9
2020-12-14,Nagpur,Maharashtra,0.03,24.1,51.45,17.13,1,25.02
2020-12-15,Nagpur,Maharashtra,2.66,24.72,60.68,19.66,1,5.55
2020-12-16,Nagpur,Maharashtra,0.33,24.78,33.99,31.76,1,21.11
2020-12-17,Nagpur,Maharashtra,0.56,20.6,42.79,26.6,1,20.93
2020-12-18,Nagpur,Maharashtra,0.03,21.9,50.02,40.73,1,17.39
2020-12-19,Nagpur,Maharashtra,0.74,24.03,42.78,9.28,1,4.18
2020-12-20,Nagpur,Maharashtra,0.66,25.0,44.08,10.3,1,9.34
2020-12-21,Nagpur,Maharashtra,0.02,24.15,42.64,23.64,1,22.6
2020-12-22,Nagpur,Maharashtra,0.04,22.98,39.95,10.46,1,13.15
2020-12-23,Nagpur,Maharashtra,0.19,23.97,30.7,32.25,1,27.35
2020-12-24,Nagpur,Maharashtra,1.17,23.65,23.85,44.42,1,28.14
2020-12-25,Nagpur,Maharashtra,0.92,19.96,52.4,31.49,1,15.71
2020-12-26,Nagpur,Maharashtra,0.65,25.82,56.6,32.19,1,19.87
2020-12-27,Nagpur,Maharashtra,0.87,25.47,52.66,29.02,1,14.5
2020-12-28,Nagpur,Maharashtra,0.2,22.85,49.89,30.65,1,18.54
2020-12-29,Nagpur,Maharashtra,0.23,23.7,44.84,17.73,1,12.68
2020-12-30,Nagpur,Maharashtra,0.28,26.24,50.88,54.82,1,20.12
2019-01-01,Pune,Maharashtra,0.07,22.56,44.81,32.68,1,15.44
2019-01-02,Pune,Maharashtra,0.05,21.2,50.88,26.29,1,10.46
2019-01-03,Pune,Maharashtra,0.71,21.98,56.29,21.22,1,18.24
2019-01-04,Pune,Maharashtra,0.49,19.11,51.54,37.64,1,26.91
2019-01-05,Pune,Maharashtra,0.01,20.06,45.06,29.51,1,24.13
2019-01-06,Pune,Maharashtra,0.22,18.98,44.03,16.93,1,16.31
2019-01-07,Pune,Maharashtra,0.12,22.02,52.04,38.98,1,19.2
2019-01-08,Pune,Maharashtra,0.19,21.18,18.05,33.7,1,23.83
2019-01-09,Pune,Maharashtra,0.0,18.21,31.3,38.36,1,21.66
2019-01-10,Pune,Maharashtra,0.09,23.02,45.85,23.56,1,19.82
2019-01-11,Pune,Maharashtra,0.49,21.9,44.58,28.13,1,19.45
2019-01-12,Pune,Maharashtra,0.13,23.7,51.36,15.5,1,22.83
2019-01-13,Pune,Maharashtra,0.39,20.73,46.77,39.7,1,20.79
2019-01-14,Pune,Maharashtra,0.19,19.34,63.9,18.37,1,17.16
2019-01-15,Pune,Maharashtra,0.48,20.76,45.63,42.84,1,26.06
2019-01-16,Pune,Maharashtra,0.32,22.98,55.67,42.74,1,14.47
2019-01-17,Pune,Maharashtra,0.05,21.63,39.57,39.17,1,20.4
2019-01-18,Pune,Maharashtra,0.04,23.13,49.8,27.1,1,18.62
2019-01-19,Pune,Maharashtra,0.34,19.0,45.92,20.97,1,25.54
2019-01-20,Pune,Maharashtra,0.02,20.19,44.45,30.8,1,25.87
2019-01-21,Pune,Maharashtra,0.01,20.25,53.17,19.94,1,29.25
2019-01-22,Pune,Maharashtra,0.34,21.49,46.82,28.53,1,23.04
2019-01-23,Pune,Maharashtra,0.12,21.83,44.53,26.05,1,19.13
2019-01-24,Pune,Maharashtra,0.21,19.0,57.09,46.18,1,6.16
2019-01-25,Pune,Maharashtra,0.59,19.76,58.93,19.59,1,17.9
2019-01-26,Pune,Maharashtra,0.37,22.28,41.87,48.83,1,21.71
2019-01-27,Pune,Maharashtra,0.05,21.01,38.7,25.86,1,13.62
2019-01-28,Pune,Maharashtra,0.08,22.35,43.96,27.86,1,10.54
2019-01-29,Pune,Maharashtra,1.33,20.49,39.72,27.7,1,22.31
2019-01-30,Pune,Maharashtra,0.13,22.13,41.21,36.1,1,23.54
2019-01-31,Pune,Maharashtra,0.31,22.65,41.46,21.89,1,12.99
2019-02-01,Pune,Maharashtra,0.98,19.23,58.39,8.94,1,24.47
2019-02-02,Pune,Maharashtra,0.21,22.67,38.47,27.63,1,13.84
2019-02-03,Pune,Maharashtra,0.08,20.44,51.18,37.21,1,19.72
2019-02-04,Pune,Maharashtra,1.6,20.62,35.41,25.21,1,17.69
2019-02-05,Pune,Maharashtra,0.12,20.4,43.8,21.62,1,22.15
2019-02-06,Pune,Maharashtra,0.16,21.62,50.12,46.45,1,22.72
2019-02-07,Pune,Maharashtra,0.0,22.8,47.39,25.91,1,20.92
2019-02-08,Pune,Maharashtra,0.0,23.23,32.84,8.08,1,13.96
2019-02-09,Pune,Maharashtra,1.18,23.32,49.06,9.36,1,15.94
2019-02-10,Pune,Maharashtra,0.41,22.98,28.24,47.6,1,15.43
2019-02-11,Pune,Maharashtra,0.0,20.33,41.88,33.43,1,23.16
2019-02-12,Pune,Maharashtra,0.27,21.41,29.86,34.34,1,25.89
2019-02-13,Pune,Maharashtra,0.02,19.77,51.27,41.83,1,27.09
2019-02-14,Pune,Maharashtra,0.05,22.28,46.47,28.43,1,23.04
2019-02-15,Pune,Maharashtra,0.17,21.46,55.33,23.55,1,19.17
2019-02-16,Pune,Maharashtra,0.16,23.48,46.72,20.53,1,25.44
2019-02-17,Pune,Maharashtra,0.32,22.79,30.4,53.0,1,9.81
2019-02-18,Pune,Maharashtra,0.78,21.65,41.14,39.17,1,16.81
2019-02-19,Pune,Maharashtra,0.19,23.32,48.85,23.5,1,18.77
2019-02-20,Pune,Maharashtra,0.17,22.97,41.1,29.3,1,10.89
2019-02-21,Pune,Maharashtra,0.14,23.26,51.17,31.04,1,19.83
2019-02-22,Pune,Maharashtra,0.36,23.4,45.85,34.95,1,17.5
2019-02-23,Pune,Maharashtra,0.02,25.0,45.49,6.82,1,22.51
2019-02-24,Pune,Maharashtra,0.29,25.01,30.36,50.82,1,19.78
2019-02-25,Pune,Maharashtra,0.07,21.39,39.18,25.8,1,11.82
2019-02-26,Pune,Maharashtra,0.09,20.72,33.52,11.2,1,21.22
2019-02-27,Pune,Maharashtra,0.0,20.26,24.72,26.26,1,15.78
2019-02-28,Pune,Maharashtra,0.08,20.96,47.95,9.06,1,17.86
2019-03-01,Pune,Maharashtra,0.09,22.7,50.59,23.15,1,13.85
2019-03-02,Pune,Maharashtra,0.16,24.03,46.14,18.32,1,19.89
2019-03-03,Pune,Maharashtra,0.07,21.63,45.62,31.24,1,16.47
2019-03-04,Pune,Maharashtra,0.12,22.18,56.97,24.35,1,12.72
2019-03-05,Pune,Maharashtra,0.23,22.0,44.77,24.45,1,16.53
2019-03-06,Pune,Maharashtra,0.09,24.17,60.93,40.21,1,15.63
2019-03-07,Pune,Maharashtra,0.47,23.88,44.28,42.39,1,21.21
2019-03-08,Pune,Maharashtra,0.34,23.17,38.18,37.44,1,20.63
