date,region,state,rainfall_mm,temperature_c,humidity_pct,water_storage_pct,pop_density_per_km2,drought_prone_base,water_stress_event
2020-03-09,Bhopal,Madhya Pradesh,0.17,25.71,50.09,68.27,837.1957892176429,0,0
2020-03-10,Bhopal,Madhya Pradesh,0.28,24.37,45.21,38.83,871.7756075988353,0,0
2020-03-11,Bhopal,Madhya Pradesh,0.26,23.99,40.8,64.62,862.0434368709786,0,0
2020-03-12,Bhopal,Madhya Pradesh,0.03,25.16,38.76,83.33,861.3762529601132,0,0
2020-03-13,Bhopal,Madhya Pradesh,0.14,24.29,42.75,51.41,755.2031338139682,0,1
2020-03-14,Bhopal,Madhya Pradesh,0.72,26.33,68.67,66.89,786.2474624189849,0,1
2020-03-15,Bhopal,Madhya Pradesh,0.23,23.73,46.51,97.93,824.6915778197442,0,0
2020-03-16,Bhopal,Madhya Pradesh,0.0,25.14,49.65,51.07,767.1133098082067,0,0
2020-03-17,Bhopal,Madhya Pradesh,0.38,24.29,41.82,30.72,796.1805540527744,0,0
2020-03-18,Bhopal,Madhya Pradesh,3.5,24.58,59.87,32.59,770.7604065671501,0,1
2020-03-19,Bhopal,Madhya Pradesh,0.0,23.37,60.27,44.59,776.4989507263431,0,0
2020-03-20,Bhopal,Madhya Pradesh,0.0,27.35,41.06,50.43,806.8337289164257,0,1
2020-03-21,Bhopal,Madhya Pradesh,0.47,25.82,26.84,61.97,716.8348361653278,0,1
2020-03-22,Bhopal,Madhya Pradesh,0.2,26.69,39.95,71.89,805.7137958196663,0,0
2020-03-23,Bhopal,Madhya Pradesh,1.21,24.9,38.79,51.0,831.353895635562,0,1
2020-03-24,Bhopal,Madhya Pradesh,1.32,25.94,43.71,62.08,693.3552350303421,0,1
2020-03-25,Bhopal,Madhya Pradesh,0.08,24.29,44.92,67.28,758.2206422745019,0,0
2020-03-26,Bhopal,Madhya Pradesh,0.25,25.78,31.84,30.91,962.5477350947914,0,1
2020-03-27,Bhopal,Madhya Pradesh,0.01,25.56,45.14,82.86,747.187831601472,0,0
2020-03-28,Bhopal,Madhya Pradesh,0.11,26.47,55.07,81.23,750.1440159857211,0,0
2020-03-29,Bhopal,Madhya Pradesh,0.21,24.99,45.6,54.06,844.4239407983854,0,0
2020-03-30,Bhopal,Madhya Pradesh,0.08,26.15,39.19,98.45,816.2566685718645,0,0
2020-03-31,Bhopal,Madhya Pradesh,0.19,23.69,54.7,7.14,836.3010670448174,0,1
2020-04-01,Bhopal,Madhya Pradesh,0.04,23.67,45.61,92.95,786.0910391044463,0,0
2020-04-02,Bhopal,Madhya Pradesh,0.01,23.56,48.35,48.78,720.044379749952,0,0
2020-04-03,Bhopal,Madhya Pradesh,0.03,23.47,43.41,52.78,763.2765421252128,0,1
2020-04-04,Bhopal,Madhya Pradesh,0.7,26.32,42.44,72.36,674.4880720872745,0,1
2020-04-05,Bhopal,Madhya Pradesh,1.47,25.8,51.23,59.37,673.86038316272,0,0
2020-04-06,Bhopal,Madhya Pradesh,0.25,24.4,34.61,25.66,773.9034007223889,0,1
2020-04-07,Bhopal,Madhya Pradesh,0.13,28.18,41.51,62.63,769.8108867685847,0,1
2020-04-08,Bhopal,Madhya Pradesh,0.05,26.21,47.6,34.08,803.0441033954964,0,1
2020-04-09,Bhopal,Madhya Pradesh,0.36,27.64,41.62,97.94,838.2131591067129,0,0
2020-04-10,Bhopal,Madhya Pradesh,0.41,25.78,41.4,50.56,685.2488851804054,0,1
2020-04-11,Bhopal,Madhya Pradesh,0.79,25.2,44.8,36.55,892.2994507316421,0,0
2020-04-12,Bhopal,Madhya Pradesh,0.91,28.04,40.72,53.54,857.0915086673018,0,1
2020-04-13,Bhopal,Madhya Pradesh,0.04,23.74,40.31,27.09,849.0892138108021,0,0
2020-04-14,Bhopal,Madhya Pradesh,1.34,28.76,37.9,51.61,869.6271703877156,0,0
2020-04-15,Bhopal,Madhya Pradesh,0.3,28.75,50.85,49.66,921.9282362895386,0,0
2020-04-16,Bhopal,Madhya Pradesh,0.16,27.58,59.54,69.78,760.209543049355,0,1
2020-04-17,Bhopal,Madhya Pradesh,1.04,28.66,47.84,100.0,846.5401694622913,0,1
2020-04-18,Bhopal,Madhya Pradesh,3.13,28.98,50.68,85.22,927.1222989933821,0,0
2020-04-19,Bhopal,Madhya Pradesh,0.01,25.25,52.24,23.14,795.4268049200522,0,0
2020-04-20,Bhopal,Madhya Pradesh,0.65,25.35,56.17,29.34,764.3256651585153,0,0
2020-04-21,Bhopal,Madhya Pradesh,0.11,26.69,33.51,47.11,826.2396788376366,0,1
2020-04-22,Bhopal,Madhya Pradesh,0.08,24.88,52.77,57.85,896.0982211811506,0,0
2020-04-23,Bhopal,Madhya Pradesh,0.88,27.05,41.7,64.66,757.4706565910352,0,1
2020-04-24,Bhopal,Madhya Pradesh,1.02,28.62,59.51,62.11,877.1027321453112,0,0
2020-04-25,Bhopal,Madhya Pradesh,3.21,32.23,35.02,53.1,844.7657889218917,0,0
2020-04-26,Bhopal,Madhya Pradesh,0.4,29.38,41.23,59.46,769.662965910838,0,1
2020-04-27,Bhopal,Madhya Pradesh,0.59,28.65,48.98,52.55,833.8993622361091,0,0
2020-04-28,Bhopal,Madhya Pradesh,0.0,26.38,59.65,36.59,776.6100943763088,0,1
2020-04-29,Bhopal,Madhya Pradesh,2.12,29.63,47.6,61.25,769.9268974936887,0,1
2020-04-30,Bhopal,Madhya Pradesh,1.72,26.57,38.3,67.21,785.2578813690158,0,1
2020-05-01,Bhopal,Madhya Pradesh,0.0,28.54,58.99,71.04,873.2294047994319,0,0
2020-05-02,Bhopal,Madhya Pradesh,4.54,29.35,46.87,68.61,787.8400793287944,0,0
2020-05-03,Bhopal,Madhya Pradesh,1.81,24.29,49.89,87.89,770.6217322473047,0,0
2020-05-04,Bhopal,Madhya Pradesh,3.21,27.26,40.19,43.63,902.3787526830498,0,0
2020-05-05,Bhopal,Madhya Pradesh,0.49,28.34,47.76,76.9,792.9397571895004,0,1
2020-05-06,Bhopal,Madhya Pradesh,0.25,25.34,63.05,54.36,749.7906505691235,0,0
2020-05-07,Bhopal,Madhya Pradesh,0.03,26.2,59.06,45.78,766.3934212913115,0,0
2020-05-08,Bhopal,Madhya Pradesh,0.02,28.79,46.82,27.58,786.651260084062,0,1
2020-05-09,Bhopal,Madhya Pradesh,0.24,28.04,55.66,64.12,674.5944552140882,0,1
2020-05-10,Bhopal,Madhya Pradesh,0.3,29.35,37.43,56.1,924.2391659714441,0,1
2020-05-11,Bhopal,Madhya Pradesh,1.45,29.61,35.75,44.76,758.5499851831929,0,1
2020-05-12,Bhopal,Madhya Pradesh,0.75,28.14,54.86,64.74,800.2817369489375,0,0
2020-05-13,Bhopal,Madhya Pradesh,0.11,28.59,36.61,53.41,694.1478204707532,0,0
2020-05-14,Bhopal,Madhya Pradesh,0.55,29.06,52.63,25.37,698.3838983905562,0,1
2020-05-15,Bhopal,Madhya Pradesh,0.42,32.11,32.9,68.0,882.5483560078861,0,0
2020-05-16,Bhopal,Madhya Pradesh,0.94,28.76,52.69,68.29,762.4647399165659,0,0
2020-05-17,Bhopal,Madhya Pradesh,0.57,30.27,34.97,78.96,719.472555658806,0,1
2020-05-18,Bhopal,Madhya Pradesh,0.38,27.44,49.2,86.08,623.2649264671134,0,0
2020-05-19,Bhopal,Madhya Pradesh,0.04,28.88,39.77,75.06,676.3276809285643,0,0
2020-05-20,Bhopal,Madhya Pradesh,0.04,26.51,49.25,72.79,850.6927401172481,0,0
2020-05-21,Bhopal,Madhya Pradesh,0.03,27.86,46.64,42.31,859.7396474254886,0,0
2020-05-22,Bhopal,Madhya Pradesh,1.93,29.29,59.38,43.17,856.4024513685323,0,1
2020-05-23,Bhopal,Madhya Pradesh,0.74,25.96,58.98,47.19,743.8325035636286,0,0
2020-05-24,Bhopal,Madhya Pradesh,2.14,27.61,56.17,55.25,806.8890383759145,0,1
2020-05-25,Bhopal,Madhya Pradesh,0.26,30.5,45.23,58.77,829.556314189416,0,0
2020-05-26,Bhopal,Madhya Pradesh,2.97,30.01,46.02,75.33,702.2693930120004,0,0
2020-05-27,Bhopal,Madhya Pradesh,0.1,31.33,60.12,49.17,1020.4914330776076,0,1
2020-05-28,Bhopal,Madhya Pradesh,1.83,27.49,50.49,30.68,730.5817240764004,0,0
2020-05-29,Bhopal,Madhya Pradesh,0.17,28.34,41.85,38.34,741.0570378733006,0,0
2020-05-30,Bhopal,Madhya Pradesh,0.38,28.92,45.32,65.79,729.9883872726695,0,0
2020-05-31,Bhopal,Madhya Pradesh,0.23,29.31,43.8,2.0,796.3773663485323,0,1
2020-06-01,Bhopal,Madhya Pradesh,0.18,30.88,76.43,21.65,590.7312560494807,0,1
2020-06-02,Bhopal,Madhya Pradesh,3.69,28.64,65.27,84.57,784.7987830399294,0,0
2020-06-03,Bhopal,Madhya Pradesh,2.18,28.93,61.94,20.16,740.7664128794951,0,0
2020-06-04,Bhopal,Madhya Pradesh,0.41,29.62,62.53,73.94,851.8958319536782,0,0
2020-06-05,Bhopal,Madhya Pradesh,0.01,26.45,64.27,61.52,662.7443279592302,0,1
2020-06-06,Bhopal,Madhya Pradesh,0.84,29.09,67.32,48.17,840.0056786444454,0,1
2020-06-07,Bhopal,Madhya Pradesh,0.0,29.63,43.9,62.1,761.6505038254719,0,0
2020-06-08,Bhopal,Madhya Pradesh,0.78,29.14,70.12,33.01,744.1116731366243,0,1
2020-06-09,Bhopal,Madhya Pradesh,0.51,30.4,71.73,42.08,809.7495159029465,0,1
2020-06-10,Bhopal,Madhya Pradesh,4.07,28.71,69.64,64.09,747.1082882858644,0,1
2020-06-11,Bhopal,Madhya Pradesh,0.47,28.43,60.46,43.88,733.7081206705361,0,0
2020-06-12,Bhopal,Madhya Pradesh,5.35,26.8,57.11,41.76,982.5444138312722,0,1
2020-06-13,Bhopal,Madhya Pradesh,0.65,30.47,64.89,58.11,876.2883229454903,0,0
2020-06-14,Bhopal,Madhya Pradesh,3.38,29.26,73.29,45.12,773.9476705556435,0,1
2020-06-15,Bhopal,Madhya Pradesh,3.29,27.91,66.73,43.39,776.0199472560399,0,0
2020-06-16,Bhopal,Madhya Pradesh,7.52,28.61,59.2,26.41,807.6247758240568,0,0
2020-06-17,Bhopal,Madhya Pradesh,1.55,25.8,62.89,59.91,866.382526129352,0,0
2020-06-18,Bhopal,Madhya Pradesh,13.77,27.91,80.78,29.07,740.3592476785391,0,1
2020-06-19,Bhopal,Madhya Pradesh,11.27,30.01,62.44,22.67,777.9416528269238,0,1
2020-06-20,Bhopal,Madhya Pradesh,8.54,29.57,61.29,59.24,952.1280015385005,0,1
2020-06-21,Bhopal,Madhya Pradesh,1.09,29.4,49.87,8.8,766.420844616257,0,0
2020-06-22,Bhopal,Madhya Pradesh,0.0,30.01,72.49,54.16,858.3547592988147,0,0
2020-06-23,Bhopal,Madhya Pradesh,0.3,31.44,69.32,65.43,950.0000899347503,0,0
2020-06-24,Bhopal,Madhya Pradesh,2.38,26.39,63.8,82.51,824.458203763626,0,0
2020-06-25,Bhopal,Madhya Pradesh,0.14,28.11,60.52,40.29,713.3843797863802,0,1
2020-06-26,Bhopal,Madhya Pradesh,5.34,28.49,68.25,54.09,771.81681442479,0,0
2020-06-27,Bhopal,Madhya Pradesh,0.27,28.99,59.72,37.7,760.411088211616,0,1
2020-06-28,Bhopal,Madhya Pradesh,3.45,30.88,68.6,62.17,664.2952300205084,0,0
2020-06-29,Bhopal,Madhya Pradesh,2.31,30.17,56.22,66.7,715.3005408019769,0,1
2020-06-30,Bhopal,Madhya Pradesh,5.46,28.0,78.47,33.98,868.8980962018574,0,0
2020-07-01,Bhopal,Madhya Pradesh,0.51,25.84,74.86,50.14,791.176161213364,0,0
2020-07-02,Bhopal,Madhya Pradesh,8.62,29.38,83.13,61.04,822.3665999261666,0,0
2020-07-03,Bhopal,Madhya Pradesh,19.06,29.02,83.0,56.97,719.9404914808159,0,0
2020-07-04,Bhopal,Madhya Pradesh,3.16,27.07,92.93,40.92,719.236421292211,0,0
2020-07-05,Bhopal,Madhya Pradesh,0.81,26.85,73.36,75.74,701.5745212566184,0,0
2020-07-06,Bhopal,Madhya Pradesh,0.01,29.93,58.36,86.84,760.2696505719206,0,1
2020-07-07,Bhopal,Madhya Pradesh,6.27,28.55,88.76,47.51,711.702989627204,0,1
2020-07-08,Bhopal,Madhya Pradesh,4.27,28.94,75.73,58.3,807.1260592039966,0,0
2020-07-09,Bhopal,Madhya Pradesh,1.29,27.78,71.92,57.32,816.2968828324466,0,1
2020-07-10,Bhopal,Madhya Pradesh,2.56,30.19,78.19,100.0,742.7051142738355,0,0
2020-07-11,Bhopal,Madhya Pradesh,0.02,31.23,80.3,35.81,776.0900759053885,0,0
2020-07-12,Bhopal,Madhya Pradesh,10.23,29.33,60.18,88.91,880.6825210438101,0,0
2020-07-13,Bhopal,Madhya Pradesh,4.42,29.34,77.23,50.42,698.4308541618997,0,0
2020-07-14,Bhopal,Madhya Pradesh,2.38,30.49,82.54,28.89,720.5328885206553,0,0
2020-07-15,Bhopal,Madhya Pradesh,2.67,26.81,86.46,37.08,776.7904093702679,0,1
2020-07-16,Bhopal,Madhya Pradesh,2.88,29.77,89.19,65.27,727.1696901217437,0,0
2020-07-17,Bhopal,Madhya Pradesh,6.05,28.29,67.54,88.15,598.1056745329807,0,0
2020-07-18,Bhopal,Madhya Pradesh,12.87,26.4,74.72,34.75,820.5343550853769,0,0
2020-07-19,Bhopal,Madhya Pradesh,0.75,27.77,65.56,65.52,769.4858792632186,0,1
2020-07-20,Bhopal,Madhya Pradesh,0.01,28.14,82.06,66.78,811.996645051404,0,1
2020-07-21,Bhopal,Madhya Pradesh,1.05,29.0,68.92,37.04,705.8658866142404,0,0
2020-07-22,Bhopal,Madhya Pradesh,0.3,29.94,78.19,60.01,829.9131119633181,0,0
2020-07-23,Bhopal,Madhya Pradesh,7.05,28.19,83.87,24.88,847.8135112161764,0,0
2020-07-24,Bhopal,Madhya Pradesh,0.12,28.3,76.83,58.68,939.4224196977054,0,0
2020-07-25,Bhopal,Madhya Pradesh,1.17,27.82,71.96,57.7,711.2220858896302,0,1
2020-07-26,Bhopal,Madhya Pradesh,0.15,27.3,72.16,38.61,844.7353780343251,0,0
2020-07-27,Bhopal,Madhya Pradesh,1.07,28.72,63.38,92.15,912.4795686977598,0,0
2020-07-28,Bhopal,Madhya Pradesh,1.37,27.84,82.76,57.97,675.9896448789088,0,0
2020-07-29,Bhopal,Madhya Pradesh,0.01,26.62,90.25,39.76,821.091334542043,0,0
2020-07-30,Bhopal,Madhya Pradesh,0.13,27.03,75.24,65.13,790.9704345793959,0,1
2020-07-31,Bhopal,Madhya Pradesh,2.43,26.19,87.71,82.93,735.3090909153578,0,0
2020-08-01,Bhopal,Madhya Pradesh,7.01,26.04,67.43,56.27,837.3802422600853,0,1
2020-08-02,Bhopal,Madhya Pradesh,0.07,25.45,70.4,37.75,873.9632460004221,0,1
2020-08-03,Bhopal,Madhya Pradesh,2.79,25.46,70.42,58.2,859.2107978290437,0,0
2020-08-04,Bhopal,Madhya Pradesh,5.21,30.03,79.41,68.75,686.8268791519181,0,0
2020-08-05,Bhopal,Madhya Pradesh,4.41,29.16,80.6,24.93,746.5090649399934,0,0
2020-08-06,Bhopal,Madhya Pradesh,3.3,27.22,69.09,50.53,804.0599592387664,0,0
2020-08-07,Bhopal,Madhya Pradesh,1.37,29.18,74.07,19.01,999.2389867471651,0,1
2020-08-08,Bhopal,Madhya Pradesh,7.28,24.93,79.6,71.99,922.5371900482015,0,0
2020-08-09,Bhopal,Madhya Pradesh,2.4,28.12,58.98,72.75,719.8393704628237,0,0
2020-08-10,Bhopal,Madhya Pradesh,1.29,24.53,60.73,94.29,902.9928682492622,0,0
2020-08-11,Bhopal,Madhya Pradesh,2.66,27.4,77.75,73.91,903.6308453527229,0,1
2020-08-12,Bhopal,Madhya Pradesh,6.03,24.89,77.03,31.43,744.822590737399,0,1
2020-08-13,Bhopal,Madhya Pradesh,0.41,29.36,70.83,33.02,813.623037811823,0,0
2020-08-14,Bhopal,Madhya Pradesh,9.43,26.75,73.68,49.68,785.3879839974538,0,1
2020-08-15,Bhopal,Madhya Pradesh,25.44,27.23,62.68,50.45,661.3038774007637,0,0
2020-08-16,Bhopal,Madhya Pradesh,0.14,26.11,65.69,38.82,875.101312136265,0,0
2020-08-17,Bhopal,Madhya Pradesh,0.02,27.88,82.51,32.76,779.8117876690904,0,1
2020-08-18,Bhopal,Madhya Pradesh,28.0,26.02,79.12,31.02,717.193221141154,0,0
2020-08-19,Bhopal,Madhya Pradesh,4.79,25.64,62.3,57.6,1097.6379534986681,0,0
2020-08-20,Bhopal,Madhya Pradesh,1.46,27.39,70.39,80.15,752.1708786778311,0,0
2020-08-21,Bhopal,Madhya Pradesh,4.71,27.59,64.67,55.25,868.3133874709707,0,1
2020-08-22,Bhopal,Madhya Pradesh,0.01,27.17,74.73,55.35,926.6195517519129,0,0
2020-08-23,Bhopal,Madhya Pradesh,0.39,26.1,64.83,38.9,792.4818559415157,0,0
2020-08-24,Bhopal,Madhya Pradesh,5.18,27.51,83.01,66.42,866.1372574135776,0,0
2020-08-25,Bhopal,Madhya Pradesh,0.34,29.65,67.91,50.83,753.2551710049919,0,0
2020-08-26,Bhopal,Madhya Pradesh,0.45,28.37,69.35,76.85,748.5513868530936,0,0
2020-08-27,Bhopal,Madhya Pradesh,3.32,26.76,81.07,72.4,812.4946711414793,0,0
2020-08-28,Bhopal,Madhya Pradesh,4.79,26.83,90.79,37.81,759.4399559978657,0,1
2020-08-29,Bhopal,Madhya Pradesh,2.0,26.08,70.94,65.25,886.2210513277438,0,1
2020-08-30,Bhopal,Madhya Pradesh,6.67,26.79,63.12,58.25,869.3385390099795,0,0
2020-08-31,Bhopal,Madhya Pradesh,2.07,25.79,66.52,35.62,807.8564033291182,0,1
2020-09-01,Bhopal,Madhya Pradesh,4.42,25.92,47.64,61.13,758.4163300787878,0,0
2020-09-02,Bhopal,Madhya Pradesh,4.44,30.2,65.47,16.01,734.9730352680015,0,1
2020-09-03,Bhopal,Madhya Pradesh,3.25,26.57,60.88,88.59,791.8573698935453,0,1
2020-09-04,Bhopal,Madhya Pradesh,1.99,30.28,56.84,78.31,871.804669622846,0,0
2020-09-05,Bhopal,Madhya Pradesh,0.53,25.03,67.57,57.78,834.3442829379866,0,0
2020-09-06,Bhopal,Madhya Pradesh,2.25,25.89,70.39,96.53,882.6455870555287,0,0
2020-09-07,Bhopal,Madhya Pradesh,2.45,22.61,53.0,48.76,708.0802442997385,0,0
2020-09-08,Bhopal,Madhya Pradesh,10.13,25.54,60.29,37.88,831.8238166248212,0,0
2020-09-09,Bhopal,Madhya Pradesh,0.26,27.43,67.3,66.05,813.4905396093674,0,0
2020-09-10,Bhopal,Madhya Pradesh,1.94,24.1,64.95,50.99,671.9131374811499,0,0
2020-09-11,Bhopal,Madhya Pradesh,7.04,26.96,48.95,63.73,619.3588253891755,0,0
2020-09-12,Bhopal,Madhya Pradesh,0.91,24.55,53.65,48.12,566.4654382089312,0,1
2020-09-13,Bhopal,Madhya Pradesh,1.88,25.36,75.26,57.68,874.4317070994874,0,0
2020-09-14,Bhopal,Madhya Pradesh,0.35,26.21,55.73,46.69,832.5546692546988,0,1
2020-09-15,Bhopal,Madhya Pradesh,1.8,27.95,55.46,72.04,775.0636787706349,0,1
2020-09-16,Bhopal,Madhya Pradesh,4.97,28.99,70.81,72.11,700.5756984865458,0,0
2020-09-17,Bhopal,Madhya Pradesh,2.23,24.07,58.07,58.24,770.6662522153673,0,0
2020-09-18,Bhopal,Madhya Pradesh,1.68,24.18,72.32,40.56,875.8539960264349,0,1
2020-09-19,Bhopal,Madhya Pradesh,1.58,24.32,51.72,48.53,689.9754866271886,0,1
2020-09-20,Bhopal,Madhya Pradesh,1.62,26.02,58.41,60.68,886.7297088176837,0,0
2020-09-21,Bhopal,Madhya Pradesh,1.24,23.31,64.66,27.06,730.1045554035327,0,0
2020-09-22,Bhopal,Madhya Pradesh,0.22,24.02,67.14,90.64,781.4737213921451,0,0
2020-09-23,Bhopal,Madhya Pradesh,11.93,22.71,66.27,13.09,722.5533790131806,0,1
2020-09-24,Bhopal,Madhya Pradesh,0.0,25.05,59.65,49.84,931.5666835918602,0,0
2020-09-25,Bhopal,Madhya Pradesh,4.3,24.47,63.13,53.52,769.413370903303,0,0
2020-09-26,Bhopal,Madhya Pradesh,5.57,25.94,59.57,61.15,900.0527855439609,0,0
2020-09-27,Bhopal,Madhya Pradesh,1.39,25.41,59.76,24.85,869.6205641524728,0,1
2020-09-28,Bhopal,Madhya Pradesh,0.55,25.02,74.63,36.8,673.3125528217527,0,0
2020-09-29,Bhopal,Madhya Pradesh,0.22,24.99,62.53,59.14,818.5934779107237,0,1
2020-09-30,Bhopal,Madhya Pradesh,0.86,23.92,51.69,28.08,745.5613299722415,0,0
2020-10-01,Bhopal,Madhya Pradesh,1.38,21.69,44.32,62.77,727.9655730493604,0,0
2020-10-02,Bhopal,Madhya Pradesh,0.25,23.86,36.65,46.03,758.8891264826874,0,0
2020-10-03,Bhopal,Madhya Pradesh,3.82,25.35,57.89,50.83,786.2610590510565,0,1
2020-10-04,Bhopal,Madhya Pradesh,1.02,24.56,57.03,32.03,727.4981379051031,0,1
2020-10-05,Bhopal,Madhya Pradesh,0.0,23.48,35.7,58.02,706.4969725866551,0,0
2020-10-06,Bhopal,Madhya Pradesh,0.34,23.41,54.3,44.63,698.1727109615233,0,0
2020-10-07,Bhopal,Madhya Pradesh,0.02,23.89,56.91,59.42,939.6802529724707,0,0
2020-10-08,Bhopal,Madhya Pradesh,0.92,23.45,38.04,40.47,838.6467989933241,0,1
2020-10-09,Bhopal,Madhya Pradesh,0.01,21.91,50.73,85.15,751.7878086031468,0,0
2020-10-10,Bhopal,Madhya Pradesh,0.11,23.64,42.77,84.49,878.1053777774395,0,1
2020-10-11,Bhopal,Madhya Pradesh,0.06,24.04,67.03,56.67,688.7387503870125,0,0
2020-10-12,Bhopal,Madhya Pradesh,3.51,23.94,58.28,72.31,847.4364679093153,0,1
2020-10-13,Bhopal,Madhya Pradesh,2.79,23.6,42.41,32.32,814.1633414054266,0,0
2020-10-14,Bhopal,Madhya Pradesh,0.94,24.48,57.36,81.51,663.5329574117338,0,1
2020-10-15,Bhopal,Madhya Pradesh,0.12,24.08,53.26,47.86,956.2691779824617,0,0
2020-10-16,Bhopal,Madhya Pradesh,0.31,23.08,39.58,62.98,651.7546748516888,0,1
2020-10-17,Bhopal,Madhya Pradesh,0.25,24.12,57.68,41.94,701.2747654358609,0,0
2020-10-18,Bhopal,Madhya Pradesh,7.46,22.2,53.76,66.58,845.5370072869783,0,0
2020-10-19,Bhopal,Madhya Pradesh,0.74,21.1,47.14,59.78,690.0630488063325,0,0
2020-10-20,Bhopal,Madhya Pradesh,0.16,24.73,57.24,35.74,864.6524971281076,0,1
2020-10-21,Bhopal,Madhya Pradesh,0.37,22.26,57.26,51.69,839.1863628007641,0,0
2020-10-22,Bhopal,Madhya Pradesh,0.01,22.96,50.05,33.01,795.765046899318,0,0
2020-10-23,Bhopal,Madhya Pradesh,0.66,20.32,42.19,49.94,830.8611783725947,0,1
2020-10-24,Bhopal,Madhya Pradesh,0.53,22.21,50.77,67.19,751.4316847725648,0,0
2020-10-25,Bhopal,Madhya Pradesh,0.02,23.14,37.89,52.44,956.7150154640217,0,1
2020-10-26,Bhopal,Madhya Pradesh,0.13,21.65,52.34,45.4,918.819852026847,0,1
2020-10-27,Bhopal,Madhya Pradesh,1.63,24.85,42.6,36.71,776.8372611928679,0,1
2020-10-28,Bhopal,Madhya Pradesh,3.69,23.49,53.25,31.53,831.0712414407835,0,1
2020-10-29,Bhopal,Madhya Pradesh,0.65,22.19,52.66,68.09,665.3346843718724,0,1
2020-10-30,Bhopal,Madhya Pradesh,0.49,23.6,43.6,57.34,826.2944726500835,0,0
2020-10-31,Bhopal,Madhya Pradesh,1.73,22.38,51.07,58.92,805.2494653967559,0,0
2020-11-01,Bhopal,Madhya Pradesh,0.35,22.14,25.55,49.14,778.5689428308475,0,0
2020-11-02,Bhopal,Madhya Pradesh,0.03,21.26,44.61,37.48,842.9547449412972,0,1
2020-11-03,Bhopal,Madhya Pradesh,0.25,23.78,41.35,63.95,727.1141769907755,0,1
2020-11-04,Bhopal,Madhya Pradesh,1.02,21.24,30.43,53.61,754.1860039346367,0,0
2020-11-05,Bhopal,Madhya Pradesh,0.38,23.28,45.91,76.17,815.06440107062,0,1
2020-11-06,Bhopal,Madhya Pradesh,0.21,20.8,56.94,38.22,862.5726253296197,0,0
2020-11-07,Bhopal,Madhya Pradesh,0.68,22.39,38.5,21.94,700.8222765745531,0,0
2020-11-08,Bhopal,Madhya Pradesh,0.15,22.33,38.7,37.46,704.2341664827023,0,1
2020-11-09,Bhopal,Madhya Pradesh,0.32,21.3,36.76,64.85,822.8967440377002,0,1
2020-11-10,Bhopal,Madhya Pradesh,0.16,23.81,47.33,78.52,860.5257008140708,0,0
2020-11-11,Bhopal,Madhya Pradesh,0.35,22.67,25.42,5.45,664.3973529697901,0,0
2020-11-12,Bhopal,Madhya Pradesh,0.48,19.58,47.13,38.33,733.9016549234809,0,1
2020-11-13,Bhopal,Madhya Pradesh,0.15,24.05,52.42,68.42,768.8645748568708,0,0
2020-11-14,Bhopal,Madhya Pradesh,0.07,21.75,36.05,39.12,869.345176403181,0,0
2020-11-15,Bhopal,Madhya Pradesh,0.26,22.03,53.62,47.2,932.408782869352,0,0
2020-11-16,Bhopal,Madhya Pradesh,0.7,24.59,41.78,74.99,748.3614970515143,0,1
2020-11-17,Bhopal,Madhya Pradesh,0.04,19.96,63.31,61.99,854.4180275006963,0,0
2020-11-18,Bhopal,Madhya Pradesh,0.5,22.16,49.18,40.98,902.8257403516666,0,1
2020-11-19,Bhopal,Madhya Pradesh,1.71,22.31,48.59,58.91,824.7457719004265,0,0
2020-11-20,Bhopal,Madhya Pradesh,0.49,19.94,45.88,78.17,832.9368385744758,0,0
2020-11-21,Bhopal,Madhya Pradesh,0.39,17.95,48.17,67.95,752.5012811670038,0,1
2020-11-22,Bhopal,Madhya Pradesh,0.13,22.21,37.27,49.14,725.081406327571,0,0
2020-11-23,Bhopal,Madhya Pradesh,0.07,22.07,58.42,27.92,817.6127267930834,0,0
2020-11-24,Bhopal,Madhya Pradesh,0.02,21.88,46.63,38.19,776.2207879896445,0,0
2020-11-25,Bhopal,Madhya Pradesh,0.0,23.38,44.23,52.34,761.6557823964044,0,0
2020-11-26,Bhopal,Madhya Pradesh,0.96,22.38,27.78,34.51,750.7294181423181,0,1
2020-11-27,Bhopal,Madhya Pradesh,0.25,24.03,49.81,64.87,659.9960172857271,0,1
2020-11-28,Bhopal,Madhya Pradesh,0.23,21.9,49.92,32.14,800.9548712650795,0,0
2020-11-29,Bhopal,Madhya Pradesh,1.16,21.02,46.43,14.58,825.8555853602646,0,0
2020-11-30,Bhopal,Madhya Pradesh,0.05,21.36,42.03,65.76,732.3070730930514,0,1
2020-12-01,Bhopal,Madhya Pradesh,0.27,20.69,46.17,81.03,611.3939042836444,0,0
2020-12-02,Bhopal,Madhya Pradesh,0.02,22.44,50.11,44.62,832.4085056902662,0,1
2020-12-03,Bhopal,Madhya Pradesh,0.43,22.19,64.09,37.75,690.5099608687449,0,1
2020-12-04,Bhopal,Madhya Pradesh,0.45,20.58,44.03,41.2,708.9290991725499,0,0
2020-12-05,Bhopal,Madhya Pradesh,6.94,19.41,44.89,28.13,793.8303177759236,0,0
2020-12-06,Bhopal,Madhya Pradesh,0.59,19.85,44.16,30.94,826.0435842090665,0,0
