date,region,state,rainfall_mm,temperature_c,humidity_pct,soil_saturation_pct,drainage_index,elevation_m,pop_density_per_km2,flood_prone_base,flood_event
2020-07-17,Pune,Maharashtra,7.22,28.27,83.65,36.9,35.92,95.7,3707.580532814404,0,0
2020-07-18,Pune,Maharashtra,2.16,27.16,65.58,43.0,75.82,263.4,3314.4307974692047,0,1
2020-07-19,Pune,Maharashtra,1.02,26.55,84.3,38.86,72.27,411.6,3611.081502109278,0,0
2020-07-20,Pune,Maharashtra,1.1,25.61,59.88,36.84,46.65,5.0,3442.46567820603,0,0
2020-07-21,Pune,Maharashtra,2.33,27.1,73.93,39.42,68.26,465.0,3516.697868238753,0,0
2020-07-22,Pune,Maharashtra,1.17,28.2,65.2,24.63,53.12,248.8,3366.127468340946,0,0
2020-07-23,Pune,Maharashtra,12.18,27.79,75.96,37.45,74.86,222.5,3659.345201673804,0,0
2020-07-24,Pune,Maharashtra,0.07,28.69,84.15,32.16,54.19,578.5,2978.8527312034653,0,0
2020-07-25,Pune,Maharashtra,12.71,27.28,75.51,30.14,73.96,258.0,3400.333287172401,0,0
2020-07-26,Pune,Maharashtra,2.14,30.19,68.13,27.76,32.85,394.9,2886.723186705531,0,0
2020-07-27,Pune,Maharashtra,0.08,27.2,80.42,29.8,59.99,5.0,3833.6935764138157,0,1
2020-07-28,Pune,Maharashtra,10.43,29.6,86.81,44.02,73.99,393.9,3299.240208598479,0,1
2020-07-29,Pune,Maharashtra,3.53,27.42,83.32,47.47,66.25,610.2,3723.724770478364,0,0
2020-07-30,Pune,Maharashtra,3.57,28.79,76.95,35.05,73.44,89.8,3524.5448726229406,0,0
2020-07-31,Pune,Maharashtra,0.01,25.61,70.08,41.35,45.31,696.7,3840.4434338875394,0,0
2020-08-01,Pune,Maharashtra,5.46,27.87,74.93,24.04,59.89,15.3,3961.5158010108808,0,1
2020-08-02,Pune,Maharashtra,0.13,28.12,80.55,23.8,46.73,250.1,2616.197638167849,0,0
2020-08-03,Pune,Maharashtra,8.84,28.17,70.91,22.53,66.88,17.9,3502.3762658284927,0,0
2020-08-04,Pune,Maharashtra,0.03,27.7,73.26,37.69,46.83,44.5,4013.1081765507447,0,0
2020-08-05,Pune,Maharashtra,3.56,28.73,76.05,31.36,41.82,96.7,3976.501664677749,0,0
2020-08-06,Pune,Maharashtra,5.09,27.23,62.78,30.19,55.14,68.7,4171.734678487225,0,0
2020-08-07,Pune,Maharashtra,1.23,25.95,73.92,22.09,44.1,5.0,3912.9230644463346,0,1
2020-08-08,Pune,Maharashtra,3.26,24.82,64.39,29.55,27.43,418.9,3686.4008169900358,0,0
2020-08-09,Pune,Maharashtra,0.36,25.95,63.73,24.57,49.36,5.0,3970.745017536526,0,0
2020-08-10,Pune,Maharashtra,2.29,28.35,72.4,37.43,44.77,432.8,3341.9315228688524,0,0
2020-08-11,Pune,Maharashtra,7.51,26.62,73.23,31.82,47.18,664.3,3514.3463345877412,0,0
2020-08-12,Pune,Maharashtra,0.05,25.3,69.28,19.44,75.08,62.8,4200.588138405828,0,1
2020-08-13,Pune,Maharashtra,0.07,24.01,84.81,44.45,34.03,5.0,3626.916840448024,0,0
2020-08-14,Pune,Maharashtra,2.32,29.59,59.61,40.52,59.56,626.7,3477.0360448645456,0,0
2020-08-15,Pune,Maharashtra,0.25,26.63,62.23,37.52,77.66,385.8,3395.204763530351,0,1
2020-08-16,Pune,Maharashtra,6.8,26.84,89.6,35.31,39.64,759.2,3300.2582056174024,0,0
2020-08-17,Pune,Maharashtra,7.04,25.86,80.63,45.24,73.78,653.8,3792.4549642989555,0,0
2020-08-18,Pune,Maharashtra,4.04,25.88,69.64,30.79,62.05,5.0,3842.9123911638776,0,0
2020-08-19,Pune,Maharashtra,0.04,29.86,73.03,39.78,46.58,209.9,3441.793112547877,0,0
2020-08-20,Pune,Maharashtra,0.24,26.59,65.58,26.36,63.27,5.0,3183.186455961059,0,0
2020-08-21,Pune,Maharashtra,4.38,29.16,64.84,26.82,54.35,5.0,3689.1524557351236,0,0
2020-08-22,Pune,Maharashtra,1.19,23.76,71.6,21.83,71.26,48.6,3458.8332674503686,0,0
2020-08-23,Pune,Maharashtra,1.08,24.99,64.01,41.0,48.61,607.5,3440.0387535327936,0,0
2020-08-24,Pune,Maharashtra,1.39,24.38,72.97,46.11,23.45,163.7,3334.3174389581877,0,1
2020-08-25,Pune,Maharashtra,0.1,26.46,56.58,33.75,76.88,226.8,2768.437027030638,0,1
2020-08-26,Pune,Maharashtra,3.43,24.81,79.32,40.44,82.71,689.7,2935.548118572769,0,0
2020-08-27,Pune,Maharashtra,1.97,26.92,77.59,23.32,80.54,732.1,3461.8851986810214,0,0
2020-08-28,Pune,Maharashtra,11.46,26.93,68.19,28.87,43.73,171.7,3050.0543453445785,0,0
2020-08-29,Pune,Maharashtra,5.99,26.62,62.6,44.89,72.45,596.7,3417.092016531091,0,0
2020-08-30,Pune,Maharashtra,0.0,25.22,83.82,37.71,64.62,122.1,3138.344061942508,0,1
2020-08-31,Pune,Maharashtra,1.49,26.48,66.67,39.49,68.97,305.5,3312.8271874120173,0,0
2020-09-01,Pune,Maharashtra,1.7,27.51,66.39,32.75,45.46,5.0,4095.7784134091257,0,0
2020-09-02,Pune,Maharashtra,0.04,26.88,42.96,33.49,65.05,5.0,3675.4835840924425,0,1
2020-09-03,Pune,Maharashtra,0.03,26.1,62.53,49.65,75.02,321.1,3073.825465834067,0,0
2020-09-04,Pune,Maharashtra,1.07,26.59,78.41,21.69,46.16,296.7,3489.1200257325145,0,0
2020-09-05,Pune,Maharashtra,0.03,24.51,58.35,43.72,76.12,376.1,3152.159324803871,0,0
2020-09-06,Pune,Maharashtra,1.28,26.37,75.84,41.28,73.77,5.0,3612.0784350680506,0,0
2020-09-07,Pune,Maharashtra,1.41,25.31,74.42,32.28,27.13,5.0,3167.839561076632,0,1
2020-09-08,Pune,Maharashtra,1.09,27.41,72.75,25.71,57.77,244.7,3668.43162129163,0,0
2020-09-09,Pune,Maharashtra,0.96,27.18,51.68,34.16,60.07,173.1,3719.8371596221014,0,0
2020-09-10,Pune,Maharashtra,12.43,26.84,72.72,43.32,54.23,24.1,3450.6501144499043,0,0
2020-09-11,Pune,Maharashtra,0.15,25.49,58.38,27.02,35.14,214.9,3380.318707284573,0,0
2020-09-12,Pune,Maharashtra,0.37,24.66,64.07,15.25,51.22,5.0,3285.7694920935764,0,0
2020-09-13,Pune,Maharashtra,0.89,24.61,75.58,36.16,66.99,399.6,2414.9734558272535,0,0
2020-09-14,Pune,Maharashtra,0.17,23.13,59.89,29.29,33.74,5.0,3205.7798778179385,0,0
2020-09-15,Pune,Maharashtra,2.96,25.26,54.67,46.01,53.16,518.6,3227.948208532614,0,0
2020-09-16,Pune,Maharashtra,0.98,24.74,58.82,23.77,59.83,343.9,3703.2830859761925,0,0
2020-09-17,Pune,Maharashtra,0.94,25.29,55.13,14.0,56.11,82.2,3029.311361774757,0,0
2020-09-18,Pune,Maharashtra,1.69,23.15,63.79,28.81,64.64,187.0,2968.882002848339,0,0
2020-09-19,Pune,Maharashtra,14.25,24.83,67.35,39.63,91.83,249.3,2757.9036091045978,0,0
2020-09-20,Pune,Maharashtra,0.07,23.42,58.18,40.56,55.29,5.0,3677.8641364399996,0,0
2020-09-21,Pune,Maharashtra,5.25,20.71,75.32,33.55,64.27,499.1,3891.6283749982904,0,0
2020-09-22,Pune,Maharashtra,0.07,25.06,70.36,34.86,28.4,860.2,3795.3827339166364,0,0
2020-09-23,Pune,Maharashtra,0.19,25.76,57.46,42.93,62.59,498.3,3248.970762384933,0,0
2020-09-24,Pune,Maharashtra,9.25,25.26,69.87,58.79,69.31,30.6,3956.444105486581,0,1
2020-09-25,Pune,Maharashtra,0.62,23.8,62.82,29.12,35.79,618.4,3572.8050412160787,0,0
2020-09-26,Pune,Maharashtra,1.08,25.21,52.79,27.62,38.15,5.0,3647.6756524172524,0,0
2020-09-27,Pune,Maharashtra,4.07,21.94,51.32,27.04,17.4,520.9,3646.282198678689,0,0
2020-09-28,Pune,Maharashtra,0.82,24.26,60.65,45.18,46.41,498.8,3091.4782443817485,0,0
2020-09-29,Pune,Maharashtra,1.65,23.99,52.73,34.55,84.5,111.7,3860.713046180513,0,0
2020-09-30,Pune,Maharashtra,0.12,21.28,61.96,36.2,87.16,140.1,3282.813937582315,0,0
2020-10-01,Pune,Maharashtra,0.03,23.92,43.02,30.1,60.07,277.8,3483.3709023614892,0,0
2020-10-02,Pune,Maharashtra,0.15,22.36,42.25,40.02,60.12,669.0,3447.7185533476386,0,0
2020-10-03,Pune,Maharashtra,0.01,25.61,30.94,34.76,44.02,212.7,3574.4213979307965,0,0
2020-10-04,Pune,Maharashtra,3.44,21.79,57.35,39.41,78.97,5.0,4333.033083007232,0,0
2020-10-05,Pune,Maharashtra,0.83,21.49,46.15,67.01,72.6,399.9,3908.4420037573186,0,0
2020-10-06,Pune,Maharashtra,0.01,22.53,50.0,41.45,76.26,85.0,3081.2812043605522,0,1
2020-10-07,Pune,Maharashtra,1.5,22.92,44.88,21.5,61.24,698.8,3018.46804299584,0,0
2020-10-08,Pune,Maharashtra,1.03,24.71,57.98,25.66,73.31,361.9,3510.198551793513,0,0
2020-10-09,Pune,Maharashtra,3.72,24.03,53.63,28.92,40.13,42.6,3001.400252017818,0,0
2020-10-10,Pune,Maharashtra,0.11,24.23,38.06,7.57,51.45,418.3,3265.889887446126,0,0
2020-10-11,Pune,Maharashtra,1.69,23.88,63.92,40.68,62.51,5.0,3753.037208176999,0,1
2020-10-12,Pune,Maharashtra,1.09,21.61,51.06,37.7,43.94,404.9,3794.5145565024063,0,1
2020-10-13,Pune,Maharashtra,0.06,22.55,37.1,23.76,55.61,7.5,4022.0779079619333,0,0
2020-10-14,Pune,Maharashtra,0.2,25.52,57.3,23.19,67.46,243.2,3052.3332194131963,0,1
2020-10-15,Pune,Maharashtra,0.27,25.52,56.26,37.04,36.61,563.7,3815.029050363531,0,0
2020-10-16,Pune,Maharashtra,0.02,21.67,46.67,21.19,71.71,177.6,3526.3332890859356,0,0
2020-10-17,Pune,Maharashtra,1.68,22.88,44.68,41.39,32.83,278.3,3484.3634360256947,0,0
2020-10-18,Pune,Maharashtra,0.07,22.49,49.11,26.13,36.43,704.3,3232.1597696092226,0,0
2020-10-19,Pune,Maharashtra,0.2,22.84,58.28,26.41,63.8,550.3,3630.7484401524625,0,0
2020-10-20,Pune,Maharashtra,0.48,24.36,34.39,33.88,74.68,466.7,3332.3611905086414,0,1
2020-10-21,Pune,Maharashtra,1.61,22.18,47.13,31.28,57.75,595.8,3629.7527927133424,0,0
2020-10-22,Pune,Maharashtra,0.12,21.04,49.68,13.85,56.28,94.0,3354.774229849966,0,1
2020-10-23,Pune,Maharashtra,1.17,23.64,60.69,20.12,69.29,169.4,3120.313300083341,0,0
2020-10-24,Pune,Maharashtra,0.27,21.95,46.49,19.03,71.82,70.9,3409.4662506545014,0,1
2020-10-25,Pune,Maharashtra,1.38,21.85,42.17,47.84,78.82,5.0,3634.9960999318823,0,0
2020-10-26,Pune,Maharashtra,0.13,24.15,40.94,29.83,58.84,322.9,3669.71908423889,0,0
2020-10-27,Pune,Maharashtra,0.07,21.25,59.39,27.58,62.59,575.9,3781.108105406733,0,0
2020-10-28,Pune,Maharashtra,0.53,21.76,55.1,35.25,67.87,460.7,2778.0956362706197,0,0
2020-10-29,Pune,Maharashtra,1.41,22.3,60.9,38.37,70.84,266.3,3247.118256690156,0,0
2020-10-30,Pune,Maharashtra,1.8,22.1,49.94,36.48,53.02,5.0,3659.973435905422,0,0
2020-10-31,Pune,Maharashtra,0.08,22.78,38.04,37.91,39.05,5.0,3438.536335756846,0,1
2020-11-01,Pune,Maharashtra,0.01,21.58,60.34,30.82,54.77,228.4,3560.3964348753925,0,0
2020-11-02,Pune,Maharashtra,0.09,20.58,47.54,37.51,61.56,157.3,2986.771498267396,0,0
2020-11-03,Pune,Maharashtra,0.06,21.58,42.04,40.56,47.19,561.5,3723.8150074406267,0,0
2020-11-04,Pune,Maharashtra,0.0,22.11,39.15,41.99,100.0,5.0,3398.9637974074603,0,0
2020-11-05,Pune,Maharashtra,0.59,24.6,37.8,38.85,58.37,328.7,3838.9745202777453,0,0
2020-11-06,Pune,Maharashtra,0.08,23.3,41.13,30.83,62.37,139.2,3794.09932854143,0,1
2020-11-07,Pune,Maharashtra,0.07,21.71,35.97,47.42,71.89,231.4,3791.404151374159,0,0
2020-11-08,Pune,Maharashtra,0.21,22.58,34.2,35.77,97.58,5.0,3073.1876380925833,0,0
2020-11-09,Pune,Maharashtra,0.23,22.26,48.3,29.03,43.98,207.6,3795.005360260935,0,1
2020-11-10,Pune,Maharashtra,1.0,19.96,48.05,13.11,80.24,382.2,3347.273370391898,0,0
2020-11-11,Pune,Maharashtra,0.29,18.98,41.1,27.13,75.27,93.7,3476.06419763212,0,0
2020-11-12,Pune,Maharashtra,0.2,21.42,44.12,28.56,51.6,14.3,3613.6880658608366,0,0
2020-11-13,Pune,Maharashtra,0.9,22.68,32.76,17.51,44.3,121.3,3842.0906025067957,0,0
2020-11-14,Pune,Maharashtra,0.0,18.55,52.32,28.23,44.57,424.8,3645.673917150465,0,1
2020-11-15,Pune,Maharashtra,0.15,21.99,42.75,21.73,36.5,316.9,3557.7821884812033,0,1
2020-11-16,Pune,Maharashtra,0.73,24.35,42.86,38.12,52.07,425.1,3729.4388090889634,0,0
2020-11-17,Pune,Maharashtra,0.09,17.64,38.87,33.04,61.35,123.4,3341.489615078807,0,0
2020-11-18,Pune,Maharashtra,0.16,19.75,44.7,31.83,87.97,378.5,3540.4262185891716,0,0
2020-11-19,Pune,Maharashtra,0.21,20.27,44.81,14.81,34.02,23.6,3601.562627814776,0,1
2020-11-20,Pune,Maharashtra,0.44,20.05,61.27,27.61,65.79,54.3,3644.9114018480427,0,0
2020-11-21,Pune,Maharashtra,0.84,22.51,60.21,37.84,60.54,126.6,3355.387875898823,0,0
2020-11-22,Pune,Maharashtra,0.29,21.51,41.46,18.23,48.2,314.4,3830.4760694346446,0,0
2020-11-23,Pune,Maharashtra,0.15,19.88,50.57,40.52,59.85,730.0,3736.139645992187,0,0
2020-11-24,Pune,Maharashtra,0.5,19.5,43.0,46.56,79.88,38.9,3187.493393045515,0,0
2020-11-25,Pune,Maharashtra,0.16,21.24,41.21,33.62,87.83,540.8,3194.0854584704907,0,0
2020-11-26,Pune,Maharashtra,0.33,20.19,50.15,32.5,57.05,586.7,3021.453071252674,0,0
2020-11-27,Pune,Maharashtra,0.45,20.47,42.75,24.65,99.25,5.0,3572.2573473476577,0,0
2020-11-28,Pune,Maharashtra,0.04,22.64,41.08,25.1,61.28,354.5,3047.081426834676,0,0
2020-11-29,Pune,Maharashtra,1.25,21.86,43.24,26.15,67.5,320.4,3819.558392846309,0,0
2020-11-30,Pune,Maharashtra,0.2,22.35,45.14,28.59,54.54,179.6,4078.630604686579,0,0
2020-12-01,Pune,Maharashtra,0.15,24.23,40.88,32.02,62.81,571.5,3635.2237363163654,0,0
2020-12-02,Pune,Maharashtra,0.0,20.21,30.18,30.47,51.88,122.8,2909.8054442859825,0,0
2020-12-03,Pune,Maharashtra,0.06,18.75,47.8,17.25,68.3,514.8,3884.6173436978156,0,0
2020-12-04,Pune,Maharashtra,0.07,17.75,62.5,31.07,64.29,5.0,3543.412336143349,0,0
2020-12-05,Pune,Maharashtra,0.28,19.31,37.86,14.0,63.04,726.0,3212.9593744214353,0,0
2020-12-06,Pune,Maharashtra,0.49,23.17,39.27,35.53,59.16,424.4,2751.244736498215,0,0
2020-12-07,Pune,Maharashtra,0.06,22.03,43.47,30.05,55.48,202.3,3698.9230078299315,0,0
2020-12-08,Pune,Maharashtra,0.1,22.11,57.21,46.91,84.09,309.6,3628.3940247119244,0,0
2020-12-09,Pune,Maharashtra,0.4,20.26,51.15,38.28,58.46,182.0,3385.2437815139665,0,0
2020-12-10,Pune,Maharashtra,0.1,20.73,37.32,25.22,58.36,402.0,2987.34921318736,0,0
2020-12-11,Pune,Maharashtra,0.15,21.25,39.06,20.22,38.94,5.0,2949.548197660782,0,0
2020-12-12,Pune,Maharashtra,0.18,18.49,35.47,29.21,47.84,307.3,3428.1139271700085,0,0
2020-12-13,Pune,Maharashtra,0.4,20.02,48.0,53.57,45.61,30.2,3802.6324554610037,0,0
2020-12-14,Pune,Maharashtra,2.07,19.22,37.41,27.27,56.29,300.9,3052.397402268417,0,0
2020-12-15,Pune,Maharashtra,0.09,19.37,38.98,38.88,69.84,140.4,3879.3015463692923,0,0
2020-12-16,Pune,Maharashtra,0.4,20.2,52.62,27.26,78.21,178.9,3148.8223528041067,0,0
2020-12-17,Pune,Maharashtra,0.22,21.96,35.47,43.43,78.2,369.3,3316.055569118623,0,0
2020-12-18,Pune,Maharashtra,0.04,22.29,53.86,18.2,42.03,5.0,3286.2968030476395,0,0
2020-12-19,Pune,Maharashtra,0.52,20.39,55.08,39.53,65.97,282.4,3676.5170101877434,0,0
2020-12-20,Pune,Maharashtra,0.01,21.32,45.35,30.95,85.23,574.9,3670.7292406956835,0,1
2020-12-21,Pune,Maharashtra,0.14,20.29,50.07,27.47,77.7,5.0,3263.31319810336,0,0
2020-12-22,Pune,Maharashtra,0.63,17.42,57.5,22.45,82.62,5.0,3792.8129860020595,0,1
2020-12-23,Pune,Maharashtra,0.17,19.37,61.06,48.24,79.11,951.3,3775.929722270692,0,1
2020-12-24,Pune,Maharashtra,0.44,21.03,33.95,29.85,61.57,272.0,3128.5395416108263,0,0
2020-12-25,Pune,Maharashtra,0.07,21.53,50.31,38.88,59.45,28.8,3697.616766202389,0,1
2020-12-26,Pune,Maharashtra,0.62,20.78,16.63,30.07,56.47,807.9,2439.400319884536,0,0
2020-12-27,Pune,Maharashtra,0.02,22.5,43.36,25.58,57.73,1134.0,3394.174857375251,0,0
2020-12-28,Pune,Maharashtra,0.13,19.35,39.14,11.46,75.56,5.0,3288.2043302167103,0,0
2020-12-29,Pune,Maharashtra,0.14,19.98,39.64,16.66,55.34,5.0,3254.2436175797907,0,0
2020-12-30,Pune,Maharashtra,0.61,21.59,41.55,42.35,52.62,5.0,3437.3164612230544,0,1
2019-01-01,Bengaluru,Karnataka,0.01,18.8,30.98,36.28,40.2,214.7,10759.162264305207,0,0
2019-01-02,Bengaluru,Karnataka,0.07,16.38,34.84,28.28,54.23,285.9,7847.225429100137,0,0
2019-01-03,Bengaluru,Karnataka,0.05,19.85,60.04,19.38,62.38,121.6,9115.536759111747,0,0
2019-01-04,Bengaluru,Karnataka,0.53,20.85,50.07,9.46,74.39,494.4,10688.600716785602,0,0
2019-01-05,Bengaluru,Karnataka,1.12,19.94,42.92,43.78,37.86,313.7,9114.720561369095,0,0
2019-01-06,Bengaluru,Karnataka,0.0,18.1,52.04,45.16,51.45,421.0,8658.20542990988,0,0
2019-01-07,Bengaluru,Karnataka,0.01,18.08,41.49,28.34,49.67,80.8,8711.2044802876,0,1
2019-01-08,Bengaluru,Karnataka,0.16,18.02,36.15,28.52,51.91,5.0,8891.944655462195,0,1
2019-01-09,Bengaluru,Karnataka,0.04,16.86,39.15,33.19,49.35,5.0,8592.50627454946,0,0
2019-01-10,Bengaluru,Karnataka,0.01,22.21,35.09,27.63,57.33,446.1,8211.24517016879,0,0
2019-01-11,Bengaluru,Karnataka,0.81,18.86,39.16,55.17,54.1,143.9,9366.144687564403,0,1
2019-01-12,Bengaluru,Karnataka,0.42,17.69,42.67,41.21,25.54,5.0,9074.494637328624,0,0
2019-01-13,Bengaluru,Karnataka,0.14,19.12,47.01,34.5,46.66,227.0,10037.89013173333,0,0
2019-01-14,Bengaluru,Karnataka,0.61,21.02,60.51,28.57,100.0,5.0,8371.142962284643,0,1
2019-01-15,Bengaluru,Karnataka,0.9,18.32,54.42,26.33,40.51,153.6,8865.743595114342,0,0
2019-01-16,Bengaluru,Karnataka,4.28,19.81,52.21,48.37,43.84,5.0,8260.107935287506,0,0
2019-01-17,Bengaluru,Karnataka,0.08,15.42,42.64,29.27,75.97,112.1,9477.538041108424,0,1
2019-01-18,Bengaluru,Karnataka,0.1,16.96,62.27,45.6,49.74,146.6,8209.111201978487,0,0
2019-01-19,Bengaluru,Karnataka,0.16,17.82,63.06,13.02,28.12,515.0,9363.116810747959,0,0
2019-01-20,Bengaluru,Karnataka,0.07,19.84,47.57,41.23,48.35,385.1,8652.119469186533,0,0
2019-01-21,Bengaluru,Karnataka,0.37,18.18,35.23,20.97,25.77,5.0,9302.254562890805,0,1
2019-01-22,Bengaluru,Karnataka,0.5,20.61,42.09,31.95,62.69,129.7,9115.783595410285,0,1
2019-01-23,Bengaluru,Karnataka,0.36,18.97,39.58,31.3,60.83,41.6,9766.41035080023,0,0
2019-01-24,Bengaluru,Karnataka,0.25,19.48,49.79,15.26,69.09,67.4,9192.145336466576,0,0
2019-01-25,Bengaluru,Karnataka,0.01,18.69,49.94,15.88,41.22,204.3,8842.575179623671,0,1
2019-01-26,Bengaluru,Karnataka,0.01,19.45,47.65,30.7,44.7,573.0,8140.943415562726,0,0
2019-01-27,Bengaluru,Karnataka,2.86,17.55,43.05,8.17,56.98,37.7,10223.065250174532,0,1
2019-01-28,Bengaluru,Karnataka,0.05,21.31,44.73,19.2,58.52,379.3,10153.029803214753,0,1
2019-01-29,Bengaluru,Karnataka,0.18,20.61,55.75,35.42,77.0,398.8,7444.42409659456,0,1
2019-01-30,Bengaluru,Karnataka,0.23,22.17,45.54,35.52,70.96,197.0,7997.161339646935,0,0
2019-01-31,Bengaluru,Karnataka,0.68,19.36,56.26,46.76,54.69,640.2,8660.383697395338,0,1
2019-02-01,Bengaluru,Karnataka,0.02,19.99,53.73,33.33,65.69,181.6,9102.573826959224,0,1
2019-02-02,Bengaluru,Karnataka,0.68,21.45,28.58,20.5,50.79,380.4,9584.190061623463,0,1
2019-02-03,Bengaluru,Karnataka,0.04,17.8,46.88,41.86,77.12,151.7,9680.857267972784,0,0
2019-02-04,Bengaluru,Karnataka,0.43,20.85,47.38,24.61,65.47,88.6,8025.941459019874,0,1
2019-02-05,Bengaluru,Karnataka,0.01,18.33,35.48,34.23,63.55,500.0,7638.253508384897,0,1
2019-02-06,Bengaluru,Karnataka,0.03,20.53,34.27,26.32,70.1,5.0,9128.045269403676,0,1
2019-02-07,Bengaluru,Karnataka,0.07,20.28,34.6,31.46,59.4,238.5,10082.871689388607,0,0
2019-02-08,Bengaluru,Karnataka,0.07,18.26,49.9,35.03,55.45,5.0,7329.522948537012,0,0
2019-02-09,Bengaluru,Karnataka,0.34,20.58,41.35,43.98,61.87,762.0,9909.504529277812,0,1
2019-02-10,Bengaluru,Karnataka,0.48,19.69,44.93,33.46,61.76,5.0,9270.595916698996,0,0
2019-02-11,Bengaluru,Karnataka,0.31,22.0,49.12,27.43,60.01,11.5,8319.886223947422,0,1
2019-02-12,Bengaluru,Karnataka,0.22,19.29,47.05,11.33,64.36,451.1,8409.841585573779,0,1
2019-02-13,Bengaluru,Karnataka,0.0,20.86,30.68,18.81,39.49,5.0,8569.583424033954,0,0
2019-02-14,Bengaluru,Karnataka,0.0,22.36,45.16,26.09,51.57,89.8,9389.453305868909,0,1
2019-02-15,Bengaluru,Karnataka,0.0,18.78,53.91,36.06,79.13,97.4,8442.968417984737,0,1
2019-02-16,Bengaluru,Karnataka,0.05,23.62,55.11,30.38,71.02,404.6,9385.727810265129,0,1
2019-02-17,Bengaluru,Karnataka,0.61,21.98,34.22,22.01,53.38,701.1,8205.676898979153,0,0
2019-02-18,Bengaluru,Karnataka,0.15,21.06,33.65,31.45,35.34,5.0,7946.72276188383,0,1
2019-02-19,Bengaluru,Karnataka,0.53,22.42,34.36,20.82,52.78,980.0,8946.411876948918,0,0
2019-02-20,Bengaluru,Karnataka,0.05,20.59,43.56,27.71,49.07,173.4,9258.740573108867,0,1
2019-02-21,Bengaluru,Karnataka,0.15,21.91,33.4,29.31,36.82,390.7,9923.361463892348,0,1
2019-02-22,Bengaluru,Karnataka,0.39,19.39,46.46,55.67,66.35,168.0,9241.590287930749,0,1
2019-02-23,Bengaluru,Karnataka,0.84,21.44,29.57,37.87,75.9,453.5,9309.481844235925,0,0
2019-02-24,Bengaluru,Karnataka,0.65,23.45,49.58,40.38,64.68,5.0,8543.776804655387,0,1
2019-02-25,Bengaluru,Karnataka,0.04,20.05,33.68,9.46,38.97,110.1,9917.669445743704,0,0
2019-02-26,Bengaluru,Karnataka,0.3,21.42,46.64,6.39,77.94,371.2,9411.436435353558,0,0
2019-02-27,Bengaluru,Karnataka,0.18,21.18,49.49,22.17,64.81,589.1,9056.244016918725,0,1
2019-02-28,Bengaluru,Karnataka,0.18,18.72,34.98,22.21,64.9,5.0,9671.131725389718,0,1
2019-03-01,Bengaluru,Karnataka,0.56,25.26,48.58,24.51,72.91,307.8,9206.23029332117,0,0
2019-03-02,Bengaluru,Karnataka,1.34,23.58,37.4,31.58,41.91,394.0,9568.461360823503,0,1
2019-03-03,Bengaluru,Karnataka,0.27,22.47,45.57,23.75,45.04,708.3,8618.217430847997,0,1
2019-03-04,Bengaluru,Karnataka,0.22,21.54,37.49,31.7,70.58,387.0,8016.993828319594,0,0
2019-03-05,Bengaluru,Karnataka,0.25,23.12,39.88,24.73,41.88,229.4,8391.539358301397,0,0
2019-03-06,Bengaluru,Karnataka,0.26,21.2,42.49,31.76,56.25,328.9,10067.126852029904,0,1
2019-03-07,Bengaluru,Karnataka,0.34,23.06,29.52,16.51,73.45,88.0,9393.535879892845,0,1
2019-03-08,Bengaluru,Karnataka,0.21,21.9,53.91,26.66,73.91,275.8,8933.131537051257,0,0
2019-03-09,Bengaluru,Karnataka,0.13,21.42,55.21,32.53,26.95,311.2,7197.567302534527,0,0
2019-03-10,Bengaluru,Karnataka,0.94,22.9,45.05,18.77,47.17,5.0,6697.3663026707245,0,0
2019-03-11,Bengaluru,Karnataka,0.19,23.15,52.76,31.65,58.55,357.5,9049.927225687514,0,1
2019-03-12,Bengaluru,Karnataka,1.88,21.37,42.14,19.42,51.01,198.7,8186.628081621647,0,1
2019-03-13,Bengaluru,Karnataka,0.03,23.88,24.59,12.02,36.91,651.7,7935.033269265274,0,0
2019-03-14,Bengaluru,Karnataka,0.13,21.89,38.35,39.59,63.47,245.7,9251.591007892392,0,0
2019-03-15,Bengaluru,Karnataka,0.32,21.09,55.31,40.57,71.25,840.6,8981.914911614005,0,0
2019-03-16,Bengaluru,Karnataka,0.0,23.97,24.56,27.04,46.16,366.8,8992.65820658949,0,0
2019-03-17,Bengaluru,Karnataka,0.01,25.86,24.25,60.21,87.75,194.9,8882.678193820813,0,1
2019-03-18,Bengaluru,Karnataka,1.33,22.17,49.29,22.23,60.67,123.9,9963.548578003734,0,0
2019-03-19,Bengaluru,Karnataka,0.75,23.84,52.55,39.98,38.24,417.3,10739.079633499685,0,1
2019-03-20,Bengaluru,Karnataka,1.48,25.5,57.85,35.2,56.93,5.0,7832.3751934983675,0,0
2019-03-21,Bengaluru,Karnataka,0.42,21.74,53.49,27.07,50.87,384.1,7343.102484251326,0,0
2019-03-22,Bengaluru,Karnataka,0.1,20.81,38.43,28.86,39.14,261.4,9612.08517160992,0,0
2019-03-23,Bengaluru,Karnataka,0.35,24.73,31.14,47.67,78.29,156.5,9757.539779243383,0,1
2019-03-24,Bengaluru,Karnataka,0.36,23.07,53.32,44.9,87.91,174.5,8855.569320473345,0,1
2019-03-25,Bengaluru,Karnataka,0.04,23.03,58.75,21.44,63.27,431.0,9269.559926722284,0,1
2019-03-26,Bengaluru,Karnataka,0.08,22.41,43.66,26.99,59.12,424.2,9338.003948385443,0,0
2019-03-27,Bengaluru,Karnataka,0.72,24.09,55.24,34.79,50.61,434.6,9795.8771946327,0,1
