region,state,month,avg_temp_c,avg_humidity,pop_density_per_km2,energy_demand_mwh,carbon_emissions_tco2
Ranchi,Jharkhand,2020-05,27.208387096774196,48.69806451612904,789.9011496948167,13.36,10.02
Ranchi,Jharkhand,2020-06,28.040000000000003,64.68166666666667,795.3919193204306,20.27,15.2
Ranchi,Jharkhand,2020-07,27.94,76.25774193548386,779.781127972353,18.07,13.55
Ranchi,Jharkhand,2020-08,26.07225806451613,74.0341935483871,783.3278255478887,8.83,6.62
Ranchi,Jharkhand,2020-09,24.42233333333333,60.11933333333333,791.1436212771071,5.89,4.41
Ranchi,Jharkhand,2020-10,22.361290322580647,47.53967741935484,805.9300398240608,2.62,1.96
Ranchi,Jharkhand,2020-11,20.879,44.367,791.5586548279039,1.0,0.75
Ranchi,Jharkhand,2020-12,20.074666666666666,41.504000000000005,790.6018641488223,1.0,0.75
Shimla,Himachal Pradesh,2019-01,11.575806451612904,46.042258064516126,151.27012718178682,13.57,10.17
Shimla,Himachal Pradesh,2019-02,12.90392857142857,42.06714285714286,145.61597291807078,9.01,6.76
Shimla,Himachal Pradesh,2019-03,14.38774193548387,43.87483870967741,151.9385027716726,3.95,2.96
Shimla,Himachal Pradesh,2019-04,16.823666666666664,43.50633333333334,146.52757046858173,3.72,2.79
Shimla,Himachal Pradesh,2019-05,18.90258064516129,44.82096774193548,147.90074926689954,1.0,0.75
Shimla,Himachal Pradesh,2019-06,18.566333333333333,66.53466666666667,150.09795237165866,1.06,0.8
Shimla,Himachal Pradesh,2019-07,18.49741935483871,77.0058064516129,152.96896167462586,1.29,0.97
Shimla,Himachal Pradesh,2019-08,17.463870967741936,73.5441935483871,153.63834437757865,1.19,0.89
Shimla,Himachal Pradesh,2019-09,15.302666666666665,59.550333333333334,151.1194828392339,7.26,5.45
Shimla,Himachal Pradesh,2019-10,13.077741935483871,51.19935483870968,151.03267747344327,7.78,5.83
Shimla,Himachal Pradesh,2019-11,12.087666666666667,44.742333333333335,153.1753226982223,9.63,7.22
Shimla,Himachal Pradesh,2019-12,10.445806451612903,41.92451612903226,154.48149274207196,15.21,11.41
Shimla,Himachal Pradesh,2020-01,11.560645161290322,42.45161290322581,153.20373309438773,12.88,9.66
Shimla,Himachal Pradesh,2020-02,12.737931034482758,45.287241379310345,141.2252653371211,11.73,8.8
Shimla,Himachal Pradesh,2020-03,14.903870967741934,44.76806451612903,147.26043042131977,5.58,4.19
Shimla,Himachal Pradesh,2020-04,16.742333333333335,45.656333333333336,149.51632466367383,3.08,2.31
Shimla,Himachal Pradesh,2020-05,17.92838709677419,44.542258064516126,149.49473550684226,3.45,2.59
Shimla,Himachal Pradesh,2020-06,18.764666666666667,64.81366666666666,155.17385833508894,1.0,0.75
Shimla,Himachal Pradesh,2020-07,18.981612903225805,77.65354838709678,149.29073754678765,1.0,0.75
Shimla,Himachal Pradesh,2020-08,17.148064516129033,73.8958064516129,149.58892154229366,3.3,2.48
Shimla,Himachal Pradesh,2020-09,15.075666666666667,61.151666666666664,150.94273205456736,3.96,2.97
Shimla,Himachal Pradesh,2020-10,13.266129032258064,49.42,153.59038451082102,6.38,4.78
Shimla,Himachal Pradesh,2020-11,11.661,44.55233333333333,147.36649053099387,10.15,7.61
Shimla,Himachal Pradesh,2020-12,11.403333333333334,43.272333333333336,147.7844739081087,12.38,9.28
Srinagar,Jammu & Kashmir,2019-01,9.132903225806452,48.16935483870968,148.20775957477235,18.92,14.19
Srinagar,Jammu & Kashmir,2019-02,11.154285714285715,42.362857142857145,145.96574277438899,13.6,10.2
Srinagar,Jammu & Kashmir,2019-03,12.137419354838709,43.924838709677424,152.68240071273843,12.61,9.46
Srinagar,Jammu & Kashmir,2019-04,14.572000000000001,46.837666666666664,148.31838504906602,8.39,6.29
Srinagar,Jammu & Kashmir,2019-05,16.163225806451614,47.37096774193548,152.86820911355161,4.69,3.52
Srinagar,Jammu & Kashmir,2019-06,17.366666666666667,63.98233333333334,153.61777226855278,2.03,1.52
Srinagar,Jammu & Kashmir,2019-07,16.823870967741936,75.6458064516129,150.39309612574905,1.32,0.99
Srinagar,Jammu & Kashmir,2019-08,14.898064516129033,72.70258064516129,149.17822629336197,6.08,4.56
Srinagar,Jammu & Kashmir,2019-09,13.810333333333334,59.91866666666667,145.35430968439508,10.43,7.83
Srinagar,Jammu & Kashmir,2019-10,11.466129032258063,50.86096774193548,149.6315599029641,15.16,11.37
Srinagar,Jammu & Kashmir,2019-11,9.841666666666667,45.46233333333334,151.33201182041128,16.79,12.59
Srinagar,Jammu & Kashmir,2019-12,9.003548387096775,40.45548387096774,151.41440410387605,16.35,12.26
Srinagar,Jammu & Kashmir,2020-01,9.380967741935484,44.114838709677414,148.04268056669696,15.93,11.95
Srinagar,Jammu & Kashmir,2020-02,11.00551724137931,45.907586206896546,152.1343687307816,13.05,9.79
Srinagar,Jammu & Kashmir,2020-03,12.850645161290323,41.83483870967742,155.74959479098658,12.05,9.04
Srinagar,Jammu & Kashmir,2020-04,14.896333333333333,47.186,149.26941668532714,9.71,7.28
Srinagar,Jammu & Kashmir,2020-05,16.47193548387097,46.527419354838706,151.9577396959283,5.4,4.05
Srinagar,Jammu & Kashmir,2020-06,16.494333333333334,65.82266666666666,150.96042288229577,1.0,0.75
Srinagar,Jammu & Kashmir,2020-07,16.750645161290322,75.11419354838709,145.73550897386392,2.86,2.15
Srinagar,Jammu & Kashmir,2020-08,15.46483870967742,70.87032258064517,148.69425043390916,4.73,3.55
Srinagar,Jammu & Kashmir,2020-09,13.431999999999999,58.62466666666667,149.37911067821992,7.65,5.74
Srinagar,Jammu & Kashmir,2020-10,11.448387096774193,49.902903225806455,147.08253049929218,14.94,11.21
Srinagar,Jammu & Kashmir,2020-11,9.633000000000001,41.114000000000004,153.75972493299722,14.93,11.2
Srinagar,Jammu & Kashmir,2020-12,8.608,42.861,153.63651182370242,16.05,12.04
Surat,Gujarat,2019-01,23.404838709677417,44.47064516129032,8980.364860790323,17.02,12.76
Surat,Gujarat,2019-02,25.28392857142857,42.48107142857143,9001.327181930905,25.9,19.43
Surat,Gujarat,2019-03,26.48774193548387,42.54258064516129,8897.799767116738,30.31,22.73
Surat,Gujarat,2019-04,28.323666666666668,46.14,9254.489006156182,40.0,30.0
Surat,Gujarat,2019-05,29.80548387096774,47.303548387096775,9196.766391898369,49.15,36.86
Surat,Gujarat,2019-06,31.424333333333333,64.899,8995.465233917093,58.18,43.63
Surat,Gujarat,2019-07,30.61935483870968,75.58806451612904,9289.975478301236,50.9,38.18
Surat,Gujarat,2019-08,29.65096774193548,72.21935483870968,9086.335533431264,46.83,35.12
Surat,Gujarat,2019-09,28.15266666666667,59.48866666666666,8821.34731240105,37.44,28.08
Surat,Gujarat,2019-10,25.41354838709677,50.174838709677424,9175.767391308887,20.47,15.36
Surat,Gujarat,2019-11,23.583000000000002,42.923,9050.271047077727,16.76,12.57
Surat,Gujarat,2019-12,22.883870967741935,42.60387096774193,9143.435869941779,21.18,15.88
Surat,Gujarat,2020-01,23.92838709677419,45.11258064516129,9201.635550091552,19.93,14.95
Surat,Gujarat,2020-02,24.65206896551724,43.53310344827587,8802.63511199029,17.69,13.27
Surat,Gujarat,2020-03,27.123870967741937,43.86870967741935,9105.374373659886,31.64,23.73
Surat,Gujarat,2020-04,28.833333333333332,43.272666666666666,8819.021666848965,39.25,29.44
Surat,Gujarat,2020-05,30.294516129032257,48.0041935483871,9092.764809175293,51.71,38.78
Surat,Gujarat,2020-06,30.764333333333333,64.986,8917.031890559052,50.79,38.1
Surat,Gujarat,2020-07,30.786774193548386,74.95903225806451,9086.592763954859,53.24,39.93
Surat,Gujarat,2020-08,29.309677419354838,74.38354838709677,8807.70912939948,41.95,31.46
Surat,Gujarat,2020-09,27.250999999999998,61.04600000000001,8764.877625935409,31.87,23.91
Surat,Gujarat,2020-10,25.442580645161293,47.90225806451613,9259.878196581603,25.74,19.3
Surat,Gujarat,2020-11,23.900666666666666,43.298,9063.66590972372,22.37,16.78
Surat,Gujarat,2020-12,22.692,45.01,8768.860880346474,16.65,12.49
Thiruvananthapuram,Kerala,2019-01,23.99225806451613,46.12322580645161,3433.856871391152,3.93,2.95
Thiruvananthapuram,Kerala,2019-02,24.963214285714287,41.96321428571429,3592.384337549155,9.43,7.07
Thiruvananthapuram,Kerala,2019-03,27.11064516129032,39.8,3562.265432556878,23.31,17.48
Thiruvananthapuram,Kerala,2019-04,29.373333333333335,47.62733333333333,3462.198212315205,32.07,24.05
Thiruvananthapuram,Kerala,2019-05,30.70193548387097,49.407419354838716,3479.9170407291713,44.68,33.51
Thiruvananthapuram,Kerala,2019-06,32.13933333333333,62.13466666666667,3531.1572874190074,51.43,38.57
Thiruvananthapuram,Kerala,2019-07,31.531612903225806,78.03548387096774,3485.2407924775594,46.33,34.75
Thiruvananthapuram,Kerala,2019-08,29.565483870967743,72.27741935483871,3562.7847065981086,33.54,25.16
Thiruvananthapuram,Kerala,2019-09,27.67,62.038333333333334,3506.578284251323,23.57,17.68
Thiruvananthapuram,Kerala,2019-10,26.10967741935484,47.58387096774193,3428.942162841545,15.17,11.38
Thiruvananthapuram,Kerala,2019-11,24.323,41.473,3472.8603200237444,8.3,6.23
Thiruvananthapuram,Kerala,2019-12,23.916451612903224,45.88967741935484,3464.394753517642,6.94,5.21
Thiruvananthapuram,Kerala,2020-01,24.17096774193548,43.45129032258065,3582.1226744479277,8.64,6.48
Thiruvananthapuram,Kerala,2020-02,25.559655172413795,41.88413793103449,3475.455764522286,11.69,8.77
Thiruvananthapuram,Kerala,2020-03,26.675483870967742,41.15903225806452,3493.510805668138,19.38,14.54
Thiruvananthapuram,Kerala,2020-04,29.138333333333332,47.76533333333334,3492.8736420010014,34.04,25.53
Thiruvananthapuram,Kerala,2020-05,30.7241935483871,47.16225806451613,3524.9311953727806,43.24,32.43
Thiruvananthapuram,Kerala,2020-06,31.217,66.369,3409.4517757745675,44.75,33.56
Thiruvananthapuram,Kerala,2020-07,31.637096774193548,76.94677419354838,3595.7559665195035,47.65,35.73
Thiruvananthapuram,Kerala,2020-08,29.807741935483868,72.3741935483871,3509.323800634296,37.45,28.09
Thiruvananthapuram,Kerala,2020-09,27.752333333333336,60.90833333333333,3622.0467149423157,24.21,18.16
Thiruvananthapuram,Kerala,2020-10,25.38064516129032,45.759032258064515,3521.92689085407,6.57,4.93
Thiruvananthapuram,Kerala,2020-11,24.545333333333335,42.71266666666667,3415.9737213290564,5.82,4.36
Thiruvananthapuram,Kerala,2020-12,23.18933333333333,44.785333333333334,3644.357859182603,6.41,4.8
Varanasi,Uttar Pradesh,2019-01,22.166129032258063,44.24193548387097,3448.1111759812457,5.15,3.86
Varanasi,Uttar Pradesh,2019-02,23.368571428571432,45.22392857142857,3399.0651892290093,7.85,5.89
Varanasi,Uttar Pradesh,2019-03,26.00741935483871,43.6341935483871,3499.3249390966603,13.22,9.92
Varanasi,Uttar Pradesh,2019-04,27.589,47.75066666666667,3551.0105173207476,21.32,15.99
Varanasi,Uttar Pradesh,2019-05,29.39709677419355,49.012903225806454,3435.8436644250123,37.9,28.42
Varanasi,Uttar Pradesh,2019-06,30.079666666666665,63.361,3458.9309084783736,36.57,27.43
Varanasi,Uttar Pradesh,2019-07,28.831935483870968,74.72741935483872,3522.785022743794,30.41,22.81
Varanasi,Uttar Pradesh,2019-08,28.19741935483871,73.4041935483871,3478.996725388277,25.04,18.78
Varanasi,Uttar Pradesh,2019-09,26.642333333333333,62.849666666666664,3539.5457693772673,17.14,12.85
Varanasi,Uttar Pradesh,2019-10,24.32967741935484,49.041935483870965,3550.6258878758254,6.66,4.99
Varanasi,Uttar Pradesh,2019-11,22.58566666666667,42.15833333333333,3348.6754922062455,6.97,5.23
Varanasi,Uttar Pradesh,2019-12,22.05290322580645,48.22838709677419,3518.3514969739344,7.57,5.67
Varanasi,Uttar Pradesh,2020-01,22.33258064516129,46.26741935483871,3529.526225593496,9.37,7.03
Varanasi,Uttar Pradesh,2020-02,23.44448275862069,42.304482758620686,3567.5012092498614,5.96,4.47
Varanasi,Uttar Pradesh,2020-03,25.618387096774192,44.200645161290325,3429.527476978741,14.92,11.19
Varanasi,Uttar Pradesh,2020-04,27.915000000000003,43.42033333333334,3507.1393081256506,20.21,15.16
Varanasi,Uttar Pradesh,2020-05,29.206451612903226,49.5158064516129,3368.5454899579368,34.73,26.05
Varanasi,Uttar Pradesh,2020-06,29.788999999999998,66.89933333333333,3554.4270056489845,34.08,25.56
Varanasi,Uttar Pradesh,2020-07,30.089032258064517,74.99032258064516,3445.7093964642786,37.44,28.08
Varanasi,Uttar Pradesh,2020-08,28.661612903225805,71.25612903225807,3517.377660348761,31.88,23.91
Varanasi,Uttar Pradesh,2020-09,26.081666666666667,60.781666666666666,3571.674640115601,18.63,13.97
Varanasi,Uttar Pradesh,2020-10,23.79548387096774,42.44387096774194,3463.2097465612815,8.23,6.17
Varanasi,Uttar Pradesh,2020-11,22.65266666666667,42.781333333333336,3526.7105851287483,9.2,6.9
Varanasi,Uttar Pradesh,2020-12,21.657666666666668,45.36933333333333,3445.440078167885,6.46,4.84
Visakhapatnam,Andhra Pradesh,2019-01,24.53290322580645,47.78935483870968,779.7808905267203,8.03,6.03
Visakhapatnam,Andhra Pradesh,2019-02,26.125357142857144,44.730000000000004,830.1979827215404,5.98,4.48
Visakhapatnam,Andhra Pradesh,2019-03,27.841290322580647,41.8016129032258,804.9855667448246,21.69,16.27
Visakhapatnam,Andhra Pradesh,2019-04,29.368666666666666,45.977333333333334,793.8638730334865,26.51,19.88
Visakhapatnam,Andhra Pradesh,2019-05,30.929677419354835,49.5916129032258,799.8195604643836,39.67,29.76
Visakhapatnam,Andhra Pradesh,2019-06,31.732666666666667,65.37466666666667,830.9316056398015,47.0,35.25
Visakhapatnam,Andhra Pradesh,2019-07,31.921935483870968,74.9474193548387,789.4000658817548,44.6,33.45
Visakhapatnam,Andhra Pradesh,2019-08,30.585806451612903,72.67,798.8242561478413,39.14,29.35
Visakhapatnam,Andhra Pradesh,2019-09,28.119666666666667,60.93,792.5650973692555,22.1,16.58
Visakhapatnam,Andhra Pradesh,2019-10,26.433548387096774,49.68322580645162,809.4556678685392,11.8,8.85
Visakhapatnam,Andhra Pradesh,2019-11,25.008666666666667,44.287666666666674,825.0909673997455,7.04,5.28
Visakhapatnam,Andhra Pradesh,2019-12,23.964193548387097,43.45580645161291,812.1966130496909,4.92,3.69
Visakhapatnam,Andhra Pradesh,2020-01,24.113225806451613,46.755806451612905,809.4783683557594,3.53,2.65
Visakhapatnam,Andhra Pradesh,2020-02,25.50793103448276,43.490344827586206,798.3919295608929,5.57,4.18
Visakhapatnam,Andhra Pradesh,2020-03,27.383548387096774,39.64645161290323,775.7863564607885,17.76,13.32
Visakhapatnam,Andhra Pradesh,2020-04,29.572,46.35633333333333,817.4615942554118,29.96,22.47
Visakhapatnam,Andhra Pradesh,2020-05,31.36967741935484,48.51709677419355,810.1645441425326,39.05,29.29
Visakhapatnam,Andhra Pradesh,2020-06,32.04366666666667,62.915333333333336,802.5894254815271,47.1,35.32
Visakhapatnam,Andhra Pradesh,2020-07,32.20193548387097,73.5783870967742,785.7143140281685,48.38,36.28
Visakhapatnam,Andhra Pradesh,2020-08,30.56677419354839,74.57193548387097,789.0062824698122,34.23,25.67
Visakhapatnam,Andhra Pradesh,2020-09,28.247333333333334,62.11466666666667,790.0217901167745,20.72,15.54
Visakhapatnam,Andhra Pradesh,2020-10,25.979032258064517,49.5,788.4600886758159,5.46,4.09
Visakhapatnam,Andhra Pradesh,2020-11,24.708000000000002,43.851,807.9740230112669,3.39,2.54
Visakhapatnam,Andhra Pradesh,2020-12,23.766000000000002,43.031666666666666,829.1214080467892,1.0,0.75
